#{"t_start": 1774417108.1216617, "env_id": "None"}
r,l,t
-421.956619,720,7.38183
-198.217377,91,8.265784
-424.254863,597,14.227649
-242.458653,177,16.102348
-285.049523,315,19.539129
191.796761,579,47.360742
-4.165221,1026,58.440767
235.708342,565,64.168559
309.733425,316,89.342993
353.241448,339,92.892831
282.599146,496,97.843829
367.179314,246,100.248667
314.430687,311,103.328206
285.635579,331,106.644399
420.943978,169,129.485363
421.596369,195,131.427331
382.967197,191,133.319085
297.694968,413,137.420366
403.856642,156,139.000949
407.278299,193,140.941904
407.951916,188,142.782313
453.641543,185,144.66233
437.291918,218,146.970921
394.08322,250,171.204925
438.690257,179,172.968505
441.743787,167,174.611691
477.378045,126,175.858227
382.855452,167,177.53455
458.334834,143,179.006321
422.163786,178,180.952941
403.091997,140,182.483516
424.251523,209,184.753787
450.144992,127,186.100903
417.395801,128,187.446094
394.822437,229,189.807354
458.923393,119,190.999366
433.880425,130,214.450573
491.489194,110,215.625227
401.234004,154,217.278446
435.744364,131,218.696014
457.671212,128,220.047793
469.045736,128,221.475191
453.200695,149,222.99228
452.908614,115,224.12461
419.044441,170,225.860372
475.406552,107,226.929161
455.985991,120,228.13083
425.543158,210,230.214646
424.93348,112,231.345783
429.782045,117,232.508966
450.448975,102,233.547401
457.917798,123,234.76389
428.891379,97,256.847062
446.617956,82,257.666919
422.056685,97,258.635718
433.267099,104,259.673592
448.421767,86,260.516582
476.037799,101,261.532843
453.940106,107,262.571205
423.769712,97,263.561086
424.006756,107,264.610979
473.732559,98,265.60492
468.692242,82,266.414119
493.497341,81,267.24408
456.479831,134,268.537604
455.323095,106,269.608113
451.237262,104,270.661847
472.849196,113,271.784355
494.340327,108,272.883069
427.741412,106,273.909995
452.091586,96,274.883156
466.683027,97,275.876631
425.245662,75,297.837499
467.600165,114,298.982434
481.834125,79,299.784955
424.057344,69,300.442605
451.505024,82,301.301347
470.111711,89,302.177725
481.954464,87,303.060339
475.853662,102,304.085432
442.12993,99,305.074912
455.446969,123,306.301208
428.61978,117,307.4907
436.476098,75,308.257318
452.140144,81,309.112771
427.8487,93,310.099828
466.501492,148,311.742468
464.016156,91,312.719793
444.558909,78,313.600814
443.775076,105,314.697839
463.271055,78,315.570543
455.426812,80,316.417203
439.978979,84,317.339206
463.329347,135,318.739938
465.762485,75,341.805598
457.509389,69,342.531879
436.65699,85,343.437264
476.944009,78,344.322479
507.339302,86,345.267125
462.625549,86,346.17188
517.009895,96,347.231715
468.61818,80,348.098928
437.681604,74,348.881763
442.930731,88,349.805848
455.219556,72,350.612205
470.922923,86,351.554999
475.339394,87,352.466362
477.129711,88,353.37433
433.790813,81,354.161992
440.531779,78,354.963986
444.898723,101,355.971133
446.951621,74,356.738202
423.45802,74,357.477935
502.398889,83,358.335766
441.858843,92,359.247185
455.269117,99,360.240331
426.356572,68,360.912762
415.42971,74,361.67412
446.041365,73,362.397155
471.549375,81,384.567091
485.4171,76,385.339366
453.069857,91,386.233597
481.942467,63,386.881134
445.340822,67,387.56684
508.133317,83,388.399566
446.510096,93,389.320713
460.447121,66,389.982918
452.284881,76,390.76109
488.316123,78,391.508076
439.269313,82,392.328999
508.830486,71,393.071832
490.659567,75,393.808137
475.421028,64,394.454042
438.091018,69,395.147015
422.223185,68,395.825141
485.832522,74,396.568825
491.174595,85,397.385212
463.073731,78,398.152228
500.179742,86,399.01966
472.637032,73,399.728524
470.466894,83,400.576168
459.681192,98,401.590247
481.491453,73,402.285661
501.420029,85,403.145287
447.333817,74,403.888861
466.836288,83,425.953486
477.950057,88,426.846058
436.241115,95,427.820472
513.501282,73,428.54593
422.858621,61,429.174156
439.41008,58,429.763093
437.773239,63,430.359265
462.349677,77,431.135327
462.984715,69,431.844998
467.039144,66,432.504552
476.198136,76,433.282916
480.257921,90,434.192333
470.431282,61,434.813583
484.986863,69,435.463024
451.500969,84,436.313333
483.652305,82,437.15383
479.804324,74,437.915693
474.201852,68,438.607453
460.051871,64,439.292353
438.22449,104,440.418347
463.768728,56,441.040406
490.014014,76,441.865734
481.265449,77,442.719833
465.765902,68,443.479961
416.150802,109,444.649572
447.251816,65,445.344078
496.448291,70,446.109511
456.359297,64,446.786249
461.075586,58,469.550723
515.167816,71,470.248052
522.296198,77,471.042431
513.366658,65,471.693915
462.121564,55,472.230219
472.407735,89,473.216408
446.492567,63,473.893888
488.781833,62,474.601162
426.34743,103,475.744177
507.103528,70,476.478626
501.775888,62,477.174712
469.590718,63,477.852955
453.772678,61,478.535823
414.754343,83,479.466168
511.945581,77,480.275439
478.414,64,480.998955
495.006151,70,481.765545
520.822433,83,482.668993
456.055935,56,483.279531
473.274523,68,483.947126
468.179705,69,484.63047
475.997773,59,485.236487
452.724496,57,485.80575
524.415576,66,486.469046
482.641735,80,487.26362
483.745754,66,487.938866
443.069905,55,488.49333
466.647164,77,489.246727
452.663911,77,490.007627
482.817241,70,512.382723
480.862546,72,513.174296
470.181469,58,513.808366
480.413659,69,514.525829
479.666397,62,515.228991
440.123793,61,515.817488
526.681393,84,516.65459
451.77301,52,517.199744
470.433009,74,517.929529
486.223724,63,518.57003
482.679562,69,519.264267
490.033503,71,519.979774
441.69795,70,520.689522
447.906014,58,521.246584
477.553103,58,521.823347
493.542219,68,522.520717
444.141506,56,523.111894
442.341444,52,523.626113
444.252933,59,524.221874
475.597279,63,524.867547
447.732915,94,525.811957
482.366659,59,526.414973
462.945957,68,527.060016
446.753801,55,527.599239
482.620679,61,528.219324
459.189826,55,528.797084
461.708607,58,529.354723
486.773428,79,530.145829
449.492562,58,530.72973
506.551204,66,531.424346
431.064967,59,531.99789
465.209476,58,532.535211
503.388794,55,554.198866
497.126475,56,554.75107
467.158291,61,555.334655
456.58587,80,556.152596
499.956167,63,556.812625
473.535853,52,557.33601
498.873589,76,558.117713
492.294551,52,558.640118
472.52723,112,559.76628
522.383403,65,560.378295
506.869435,58,560.967228
468.340631,56,561.512744
515.487721,67,562.174987
480.509005,59,562.779049
510.993394,59,563.396469
483.041715,67,564.064311
491.787901,63,564.710593
454.814197,51,565.234569
437.839876,54,565.732951
493.646436,64,566.372461
441.292157,64,567.021504
483.38842,68,567.719857
500.724831,70,568.434659
444.85414,52,568.976342
462.061963,57,569.55487
448.270816,59,570.178167
497.987841,62,570.808907
466.282772,86,571.746477
481.445031,57,572.370197
457.430664,69,573.13646
505.465296,55,573.730346
490.766015,57,574.353828
467.938392,55,574.950225
502.386854,57,597.42116
515.688602,59,597.999477
453.269145,50,598.518354
498.999961,54,599.071192
442.26137,56,599.634141
471.695154,67,600.305411
484.994689,52,600.826309
455.383952,53,601.371423
472.277183,51,601.902204
481.385821,66,602.525586
493.408789,65,603.212013
443.879132,49,603.778317
518.484079,58,604.39188
508.280947,53,604.958638
443.124391,51,605.501501
443.712839,62,606.197293
458.761743,54,606.712281
457.781333,53,607.299032
481.889066,82,608.184561
507.061924,65,608.89999
488.354327,52,609.444204
505.392177,57,610.075438
501.893514,56,610.652866
457.078046,46,611.174882
467.232959,54,611.735835
452.960568,51,612.270782
450.60863,49,612.779352
435.014517,47,613.271876
490.608171,55,613.820121
459.565775,55,614.392946
476.860737,61,614.974828
492.588516,54,615.516146
478.721601,54,616.080952
519.586292,66,616.762274
504.663368,53,617.315492
468.718528,46,617.773056
443.42995,57,640.265142
495.845265,54,640.838794
471.929231,49,641.362007
462.869607,73,642.170956
529.296157,54,642.729413
433.106838,48,643.23749
460.913397,51,643.809444
516.347637,57,644.428011
510.478061,53,645.006953
492.780202,52,645.51781
494.739788,51,646.019651
463.977646,48,646.528928
492.954993,49,647.011409
486.19946,59,647.569841
446.745238,54,648.103146
500.721922,71,648.834167
462.805408,47,649.313427
501.809208,65,649.98041
509.117353,61,650.603511
472.361627,49,651.093717
486.844924,54,651.635878
486.851873,47,652.115626
496.058422,58,652.664732
493.550185,67,653.344305
475.313272,49,653.868482
438.570912,55,654.409037
483.902215,54,654.96621
446.454818,47,655.451087
466.394247,55,655.995882
487.361149,55,656.538826
481.353122,53,657.075079
462.312771,53,657.611347
475.08516,60,658.198704
449.033135,47,658.655516
489.823033,51,659.169401
482.652062,53,659.719175
476.24142,55,660.266369
520.460198,56,660.84585
515.539258,52,682.488823
450.299561,46,682.954214
444.328097,43,683.385635
472.98906,50,683.908176
520.671489,49,684.385087
477.391978,45,684.837474
466.638112,44,685.28997
457.522493,52,685.796906
499.479715,61,686.393779
485.581078,50,686.911913
479.124513,54,687.441413
438.1232,44,687.883991
471.877508,46,688.367477
479.005171,53,688.896082
488.259122,53,689.431565
504.155688,52,689.958716
448.18767,58,690.535666
511.016792,53,691.060256
474.798042,47,691.518915
428.59941,47,691.988835
514.585832,56,692.543937
431.354485,71,693.241587
475.427448,47,693.709112
475.124774,44,694.151199
499.511654,52,694.67813
438.656791,46,695.171063
462.267412,47,695.643284
453.01489,51,696.139458
468.707527,44,696.589142
451.06899,45,697.000717
493.952745,49,697.498878
453.660368,49,697.990358
459.570652,47,698.452768
445.612303,49,698.961688
451.307912,64,699.606469
471.598924,46,700.092539
473.132323,52,700.641061
463.351939,46,701.129163
476.817864,51,701.668755
498.526399,51,702.208368
493.625355,55,702.806971
492.630072,55,725.006375
470.311215,44,725.45617
476.916726,44,725.897809
476.375704,55,726.446661
472.576072,42,726.863204
505.176753,59,727.463313
450.929783,46,727.901306
484.911779,51,728.418558
511.135512,51,728.922895
479.508902,56,729.502532
491.052389,49,729.96603
488.096282,43,730.387448
511.746998,53,730.93982
515.734671,60,731.558429
522.408872,53,732.112186
459.717663,42,732.538837
521.928004,50,733.107055
488.375684,51,733.649659
466.225524,43,734.106243
463.392218,45,734.557756
475.069318,43,735.058753
493.726812,46,735.545209
506.640644,49,736.088739
448.511965,46,736.606699
499.391634,45,737.092174
505.537591,46,737.57191
477.90027,43,738.040635
515.956054,61,738.675589
510.190934,49,739.23123
476.728752,45,739.712436
471.834432,63,740.379435
458.214981,42,740.833373
476.047169,57,741.450562
449.618334,47,741.916443
482.641344,47,742.370896
449.001591,43,742.807467
507.911002,49,743.322285
511.344736,47,743.789734
474.703945,46,744.251382
467.312465,42,744.670738
490.214858,56,745.27218
488.481053,45,745.728967
537.02113,49,768.417034
474.620564,45,768.913968
477.442629,47,769.420485
495.714615,47,769.923066
437.990992,45,770.367917
464.33052,46,770.89478
507.384064,49,771.415188
505.021735,47,771.92072
467.842456,41,772.377194
482.546332,43,772.847105
501.373394,45,773.33227
506.054465,46,773.822134
503.123087,48,774.32077
488.373061,59,774.98824
470.530063,50,775.555367
461.712181,43,776.0222
518.315161,47,776.481714
497.369561,47,776.975548
508.825621,49,777.462035
471.969642,48,777.960631
448.048042,48,778.427073
492.451411,44,778.829007
467.827371,46,779.297184
513.029592,56,779.861648
470.418651,42,780.267161
443.097515,46,780.738625
454.97876,42,781.146957
486.059759,43,781.589842
455.969382,42,782.023789
531.305884,51,782.519156
508.109933,46,783.013656
497.544717,48,783.490795
443.832454,40,783.910465
434.184011,43,784.313268
510.376986,46,784.771146
479.343784,64,785.411379
471.415379,48,785.88665
479.607809,63,786.52442
480.033412,41,786.943069
507.306595,48,787.423626
489.713847,46,787.883353
492.375941,58,788.486111
499.703392,50,788.982468
450.611039,40,810.502461
456.726176,42,810.913334
482.486379,48,811.418898
498.390888,48,811.864576
464.420578,44,812.302494
479.395868,42,812.718108
508.166651,51,813.254029
459.427427,46,813.687434
504.433935,50,814.171073
453.998832,38,814.5667
510.735349,43,814.998496
436.611618,54,815.519851
471.65324,42,815.94149
471.555439,54,816.478011
487.202,45,816.953768
517.809075,49,817.417057
435.622664,40,817.821052
461.502117,47,818.282644
494.080106,47,818.759215
514.844948,45,819.218396
458.952474,44,819.670676
482.162242,55,820.25158
435.900836,39,820.651666
507.161069,46,821.092173
506.729714,47,821.56025
487.772637,56,822.137061
509.726848,46,822.595791
485.58995,41,822.974533
461.585532,43,823.411234
499.679054,46,823.877416
443.937077,43,824.287844
459.994118,42,824.707293
496.809193,54,825.238976
463.239388,42,825.669954
511.104601,45,826.117434
472.482832,43,826.544979
504.80757,47,827.041583
507.840732,46,827.47283
504.857002,47,827.981478
475.651562,44,828.392521
463.096976,45,828.831212
474.758056,41,829.26268
451.159892,40,829.677293
473.892758,45,830.132512
454.184661,54,830.725888
456.39017,43,852.365716
490.784976,45,852.813501
513.487546,46,853.273345
499.795703,52,853.802126
460.420148,41,854.188258
478.412675,43,854.619653
443.496874,37,854.987876
469.018308,39,855.371773
469.624048,39,855.761321
520.441687,45,856.206291
466.004356,45,856.623787
528.672817,45,857.068886
450.83321,39,857.453974
466.949574,42,857.862065
492.895411,52,858.398882
527.613092,47,858.873176
458.33213,41,859.284215
464.887928,50,859.78262
478.627673,42,860.204135
461.590844,41,860.612443
475.073744,43,861.058239
495.010965,42,861.484624
481.52275,41,861.862281
518.322744,44,862.319773
487.450811,41,862.734414
497.585403,50,863.266278
466.429115,46,863.803475
467.635688,40,864.21406
455.306756,39,864.64447
490.257554,45,865.133506
445.647543,41,865.585398
492.31176,49,866.106881
466.746879,41,866.519401
487.395471,45,867.005887
483.66496,43,867.510192
479.676038,41,867.93139
490.215418,44,868.404212
464.772875,40,868.861192
490.182229,52,869.433589
492.612362,44,869.875172
461.449486,40,870.326241
448.09633,37,870.715857
502.07873,51,871.25689
438.811876,38,871.658015
486.498883,44,872.150552
508.202139,47,872.619483
511.687364,45,873.073433
455.913317,41,895.822998
481.287119,43,896.296119
489.877394,49,896.83017
496.764232,53,897.378647
474.470824,45,897.856374
512.240881,49,898.38749
467.801297,47,898.919089
508.401125,44,899.388675
497.077043,44,899.862308
481.549835,41,900.307448
475.65704,40,900.723316
486.909081,43,901.190836
477.47033,47,901.659827
473.001362,43,902.131882
459.724556,41,902.591469
511.483075,45,903.11495
477.307969,43,903.59809
480.311843,40,904.027723
470.355839,38,904.443788
500.685325,44,904.906271
