#{"t_start": 1774404047.9947858, "env_id": "None"}
r,l,t
-719.871026,2454,18.925267
230.877872,451,21.4287
236.19845,638,24.930933
163.240778,673,33.663139
391.627079,305,35.324715
362.04303,240,36.633091
395.413341,210,37.793722
359.916764,255,39.190935
364.914859,289,40.782569
325.806658,295,42.399833
379.343823,155,43.248801
394.990735,187,49.537528
384.430133,169,50.478751
431.738157,192,51.547166
397.269354,124,52.23968
415.242333,200,53.355173
423.602455,223,54.595017
450.685305,120,55.261446
447.468594,151,56.105017
392.863666,150,56.943042
448.982331,168,57.879119
467.154811,164,58.792564
385.042961,273,60.322253
391.929811,138,66.104075
412.580075,119,66.770571
429.892661,116,67.413582
431.694733,127,68.115202
413.754292,91,68.615363
446.209494,107,69.201195
453.222243,124,69.884559
439.059163,137,70.635531
456.539202,136,71.37957
403.492614,134,72.11865
483.185512,132,72.848488
461.970528,115,73.481015
400.344541,116,74.126297
415.703324,136,74.871109
447.024261,150,75.692012
424.113973,122,76.363782
425.128983,117,77.012809
484.621272,148,82.854983
459.36542,106,83.449079
405.789966,106,84.039097
478.829988,100,84.593582
463.312998,89,85.089748
494.655335,113,85.720037
422.085896,112,86.344926
427.657317,75,86.765423
503.625049,108,87.373251
437.14576,107,87.968626
435.403521,129,88.692109
481.755218,99,89.246015
463.36079,119,89.909956
494.135975,97,90.451451
466.872726,94,90.974793
454.488784,106,91.569108
497.844324,121,92.247384
445.684932,98,92.794776
425.254231,140,93.57902
458.886765,85,98.728102
443.794818,78,99.150308
442.148181,153,99.98676
430.380768,84,100.442372
416.718124,89,100.927048
466.593648,95,101.446178
455.276415,112,102.054815
452.344631,94,102.56284
503.068209,91,103.062175
434.79907,90,103.557861
437.815545,76,103.989137
410.496086,102,104.556867
452.34381,96,105.089343
449.788168,71,105.485158
456.329527,80,105.934051
443.731947,80,106.379123
445.662909,77,106.806836
461.364588,80,107.251098
429.685129,72,107.651583
452.474608,85,108.124814
448.934531,72,108.527138
498.952553,110,109.140757
428.418604,90,109.642473
446.150691,67,115.16047
429.18543,88,115.649472
446.405306,71,116.046844
465.803264,90,116.553205
483.322567,94,117.077063
508.149067,104,117.658772
459.185843,80,118.106046
474.915585,86,118.588533
450.56417,79,119.029778
440.810858,103,119.605498
468.918627,73,120.015192
487.74556,74,120.428084
425.472866,132,121.16793
508.83019,80,121.616059
467.202372,70,122.008128
428.317055,71,122.406673
418.384456,73,122.815683
444.834848,80,123.263942
467.229916,77,123.696044
444.366919,83,124.161601
456.85483,83,124.629547
483.346459,76,125.05662
453.790975,71,125.452386
445.177118,65,125.824167
427.688027,67,126.197744
459.983637,65,131.693742
462.554652,103,132.264848
493.768192,85,132.739146
486.150906,84,133.204659
499.46652,76,133.627898
414.799728,90,134.131203
491.686407,71,134.528798
443.514458,57,134.845546
465.739901,77,135.274244
460.807579,86,135.753146
479.371087,71,136.148311
485.879169,72,136.548766
505.639269,89,137.044569
421.923085,97,137.584669
483.268297,93,138.105456
421.99606,86,138.586459
426.363031,69,138.973297
421.003559,64,139.329112
468.675609,76,139.752281
433.399525,55,140.057223
477.414568,78,140.490975
480.768617,95,141.018049
484.786115,73,141.424233
480.273124,69,141.810092
452.570452,64,142.167486
456.850448,61,142.505872
486.219719,84,147.583872
426.845767,56,147.89204
436.557959,64,148.259204
461.742058,78,148.69661
462.049755,77,149.128839
511.969017,95,149.665515
476.563046,70,150.057421
480.90777,72,150.462999
469.116694,68,150.845953
501.045106,77,151.277916
461.533165,66,151.645707
485.587942,60,151.984614
500.073621,77,152.417063
478.429282,63,152.773288
465.501938,74,153.189258
479.818873,71,153.58855
472.480395,59,153.918777
465.548426,67,154.295069
450.020871,74,154.712301
482.303538,67,155.08986
489.248323,73,155.500694
464.285242,68,155.880493
470.565177,74,156.295857
469.251551,73,156.706775
467.719078,73,157.118171
478.422192,75,157.541112
469.772497,61,157.8815
454.017007,61,158.222666
435.79055,63,158.578195
505.996923,80,164.252684
451.355999,66,164.614536
513.038505,71,165.008567
515.689108,97,165.540131
448.699572,52,165.828503
506.294467,65,166.187393
459.191686,59,166.514974
464.19871,56,166.824452
443.490418,56,167.133608
442.529644,55,167.435787
471.189014,63,167.781598
475.685307,63,168.128931
446.085774,63,168.475821
485.739266,66,168.83819
490.659692,71,169.227922
490.807939,67,169.596038
496.818744,76,170.012454
452.311561,65,170.370612
463.764848,63,170.718369
461.240325,66,171.083492
502.289929,73,171.503486
479.083217,78,171.936578
482.429864,63,172.28537
473.195887,62,172.630067
482.772055,82,173.085301
483.501147,60,173.417608
479.938683,61,173.756988
457.449806,70,174.14679
469.443759,58,174.4685
507.420653,71,174.863031
463.030517,67,175.235165
488.93814,73,180.266539
484.993156,58,180.589446
484.440759,56,180.902604
511.278393,77,181.332141
501.642161,63,181.683175
453.413592,55,181.989663
481.079548,56,182.305074
436.284267,82,182.761541
447.71755,53,183.057086
461.319949,61,183.396127
462.985556,60,183.729725
455.64542,51,184.012543
471.629385,54,184.312666
480.108919,62,184.661294
463.662678,60,185.002342
494.749892,63,185.355203
455.758544,56,185.66822
425.154395,61,186.009156
439.823817,54,186.316281
495.988783,63,186.668998
446.128827,56,186.982491
500.305624,85,187.458531
448.5885,50,187.739732
466.671103,62,188.084984
454.934352,52,188.370456
455.006805,61,188.705937
492.951024,56,189.010356
490.798972,63,189.35566
444.143152,54,189.654479
451.061333,57,189.968488
506.923005,81,190.41823
456.942417,75,190.828556
499.356656,66,191.190648
495.84992,59,191.513165
478.065313,54,197.006267
481.291447,51,197.289362
457.126762,54,197.593431
435.622953,45,197.847611
469.037267,74,198.262902
495.003739,57,198.582697
458.590892,52,198.876614
485.601065,58,199.205513
473.519989,73,199.617147
468.627602,56,199.929999
451.388647,68,200.312001
449.108176,53,200.609496
481.292029,59,200.932707
483.764429,53,201.228811
452.402033,52,201.518942
504.072834,52,201.817289
424.839242,64,202.17435
471.2785,51,202.4567
465.045012,44,202.701532
458.685717,63,203.05092
479.668021,55,203.357052
475.095125,52,203.651537
486.296159,51,203.933994
492.85618,55,204.24375
500.806355,59,204.572812
509.909568,54,204.873537
474.528288,54,205.173235
471.681607,59,205.500896
495.616983,54,205.806151
485.369657,75,206.218342
441.4168,48,206.484085
505.947786,66,206.84845
472.382976,55,207.151683
474.220266,55,207.455196
471.721405,54,207.755194
449.172397,47,208.01498
467.93029,60,213.400735
505.117971,59,213.730132
451.139777,48,213.998772
464.278302,55,214.306234
467.690968,49,214.579324
426.367,64,214.935907
502.284416,57,215.257028
454.36062,50,215.536579
484.635584,54,215.839233
446.255671,45,216.090329
465.764751,49,216.363302
475.652538,55,216.669623
500.815057,64,217.035609
435.977757,45,217.285729
480.557509,53,217.580287
521.201106,55,217.887471
458.618925,47,218.150464
449.601171,52,218.442996
535.967436,67,218.817763
495.489533,58,219.140798
485.442981,73,219.546288
456.877009,55,219.852417
530.732894,55,220.158908
433.49681,60,220.491983
518.983478,67,220.865712
454.400532,48,221.132451
468.017921,52,221.421486
521.071099,58,221.745155
519.219796,52,222.034822
519.828824,60,222.369496
487.967616,54,222.671043
504.66623,55,222.977539
474.739984,53,223.273043
489.783165,51,223.557589
489.642514,56,223.870938
441.168879,47,224.132747
470.471588,49,224.40477
455.595324,50,229.828869
439.591991,45,230.074032
482.38253,49,230.339973
467.552667,45,230.585629
475.594481,49,230.853178
493.514131,52,231.137582
450.861007,54,231.432826
478.951444,47,231.694036
516.93384,55,231.994838
480.039187,58,232.316477
511.582355,54,232.611777
446.651387,57,232.922315
490.129983,54,233.216623
486.837175,54,233.510615
445.909503,56,233.815231
515.577238,59,234.135494
470.648312,46,234.385722
501.475566,53,234.673825
472.107867,47,234.929646
531.112239,58,235.244
490.291619,46,235.495883
466.976185,50,235.768383
492.975178,50,236.040409
525.683966,52,236.325594
465.752266,49,236.592797
482.020928,50,236.866139
472.096714,72,237.262085
477.901524,57,237.571273
485.600368,49,237.837357
469.672304,50,238.10976
483.456016,53,238.398302
514.736131,58,238.7165
481.031233,50,238.990286
460.281249,47,239.245289
457.567427,54,239.541427
510.294727,60,239.881439
446.638298,45,240.131455
484.222223,57,240.44623
495.294127,65,240.802504
500.897643,50,246.157787
468.706441,46,246.412017
451.059824,45,246.663937
529.407515,51,246.949554
454.407987,44,247.195344
539.794216,52,247.485222
490.753384,54,247.788615
479.475089,46,248.045543
455.646511,47,248.311359
502.990161,56,248.625528
475.208286,57,248.946433
447.558309,57,249.268432
494.804436,50,249.550027
477.110701,50,249.829876
441.033079,53,250.126382
479.520285,53,250.425168
529.312933,55,250.736148
434.999917,45,250.990123
500.518006,49,251.264456
437.59475,64,251.624429
462.308319,46,251.880931
508.968888,50,252.161922
462.260032,44,252.409039
454.490115,43,252.650985
444.954246,43,252.892512
474.954524,48,253.16158
445.647013,46,253.419188
485.388477,47,253.684533
468.407775,49,253.959256
495.464642,48,254.231651
498.945548,53,254.52797
464.940368,45,254.780882
510.503072,51,255.062936
463.703115,45,255.312539
447.86945,46,255.568398
467.634384,52,255.856923
480.23963,44,256.098382
507.273401,51,256.376368
434.180533,44,256.619568
502.457298,50,256.89285
470.110329,47,257.152125
501.031857,52,257.438725
496.263896,47,262.79027
506.728992,51,263.07357
493.543765,46,263.329751
468.007311,54,263.629811
470.493413,45,263.879857
485.231597,49,264.157903
484.926745,45,264.410646
478.20148,46,264.670137
506.172902,59,265.001125
499.360066,49,265.274577
472.112645,43,265.517325
507.893447,50,265.796899
498.252061,48,266.064165
472.794534,47,266.326476
442.324504,45,266.579081
474.154136,47,266.841599
502.205318,50,267.120594
465.481134,43,267.359389
505.18172,52,267.648855
460.792414,44,267.893058
456.326281,44,268.137428
493.570272,44,268.383123
513.256588,48,268.654907
463.271013,53,268.951294
506.153271,49,269.225503
450.883438,47,269.487753
456.414371,40,269.709566
494.661706,50,269.98865
512.348289,51,270.276816
497.84468,50,270.554092
485.818479,58,270.877202
480.210043,45,271.129963
448.367904,44,271.376562
464.872186,42,271.610998
459.793968,49,271.885051
496.663672,50,272.164702
472.273228,45,272.415052
487.804474,45,272.665928
518.064247,51,272.950194
476.657694,48,273.217652
462.949991,45,273.470189
530.003026,50,273.750253
473.344071,46,274.005896
478.498858,45,279.362783
466.337968,45,279.614066
451.058374,42,279.848449
521.147515,48,280.116932
485.311361,45,280.368853
507.481389,51,280.655403
497.272483,56,280.968134
431.49473,45,281.221791
493.764264,44,281.467308
517.634426,45,281.719255
486.220741,45,281.969274
475.728215,44,282.213699
471.023388,44,282.459303
494.712258,47,282.720653
524.406549,49,282.993204
474.091511,42,283.226516
444.476046,38,283.437878
514.246095,48,283.706658
533.858022,49,283.980646
472.250242,45,284.233414
438.836793,41,284.462929
493.015401,46,284.719263
492.83548,49,285.018984
451.314824,41,285.248379
509.2025,44,285.494043
513.904406,47,285.757795
457.09902,62,286.105626
485.535994,43,286.348766
456.101534,40,286.572484
505.41361,45,286.83116
476.383943,44,287.079057
457.054673,41,287.31004
421.6446,66,287.680295
465.154794,42,287.916461
461.532029,44,288.165928
468.969633,41,288.397666
486.469129,43,288.647178
493.003168,56,288.956643
483.565337,46,289.210764
529.826286,48,289.481971
454.284052,42,289.714752
476.452603,41,289.943187
481.959176,42,290.175685
446.743899,41,290.404541
517.306061,49,296.144646
439.837283,40,296.368679
491.332865,45,296.620579
476.430492,47,296.883227
498.849545,48,297.152725
442.958918,39,297.373369
490.88863,59,297.708805
477.264404,61,298.051203
520.415829,49,298.327505
509.466177,44,298.57655
487.175592,44,298.825513
506.534684,46,299.084565
494.157623,44,299.33333
492.249089,41,299.564573
511.678634,44,299.814952
510.633171,48,300.081893
447.566742,39,300.30109
439.285127,40,300.525912
461.943167,45,300.775916
451.667136,40,300.998485
503.335224,46,301.257925
447.873075,41,301.486562
495.903768,45,301.735632
495.374319,46,301.991023
466.03188,42,302.225078
477.460784,43,302.463059
502.562448,46,302.719216
455.75768,40,302.94229
507.657552,46,303.202862
444.923537,43,303.442084
452.063874,39,303.659345
480.943794,42,303.892469
489.093695,46,304.14678
452.131876,40,304.370264
486.976886,45,304.619594
467.196837,40,304.843753
487.137512,77,305.271807
446.685069,50,305.549235
479.193276,43,305.792105
453.39904,43,306.028294
479.926467,43,306.264575
515.794184,46,306.518981
448.063423,40,306.73926
457.713343,46,306.993884
499.235923,44,307.238342
540.931035,50,307.516557
458.486584,38,312.410016
442.686254,41,312.641451
467.767955,41,312.871603
495.668343,44,313.121058
441.526807,39,313.339103
468.762915,40,313.56401
499.384111,46,313.821735
482.554177,64,314.182825
463.270499,41,314.412443
459.036239,44,314.658804
477.511697,45,314.911716
509.900004,47,315.174863
499.256998,48,315.445202
473.424442,42,315.68163
491.97672,60,316.019465
489.399926,43,316.259844
520.068518,45,316.512427
441.189476,43,316.75422
488.203255,47,317.017445
440.81908,43,317.258665
480.81658,44,317.505059
517.897486,47,317.769739
535.688825,51,318.057617
441.42027,41,318.288219
491.685763,44,318.535816
487.933886,44,318.781843
439.680702,38,318.993534
447.31624,38,319.20671
448.352816,39,319.424804
460.605925,41,319.656876
490.001558,42,319.892219
469.816042,42,320.127045
501.903241,59,320.456935
487.489929,43,320.69817
536.940484,49,320.97254
447.501009,42,321.207185
532.095499,47,321.470976
474.618959,45,321.722956
459.583459,46,321.983371
510.811026,48,322.257811
471.0691,45,322.512601
492.083199,44,322.757907
