#{"t_start": 1774419452.7830083, "env_id": "None"}
r,l,t
-668.436144,1089,11.219836
-45.767318,1053,43.108921
245.787752,515,48.298935
32.528,942,58.085497
256.541511,489,63.450327
358.973923,254,88.268851
367.25601,213,90.546502
347.189512,321,93.983173
339.310533,284,97.085048
358.013547,211,99.262701
352.866243,328,102.568016
366.152826,273,105.301072
372.31214,223,128.975086
399.114365,184,130.958898
386.858362,168,132.683938
430.317021,187,134.563742
436.82922,197,136.531642
363.515962,216,138.674793
438.899135,162,140.32662
417.326188,157,141.919268
414.139484,202,143.925565
427.479921,175,145.689543
391.786232,135,147.045523
372.596439,228,170.38131
449.742147,154,171.917912
493.073518,123,173.151092
421.269817,113,174.304046
414.539971,174,176.043633
462.202377,142,177.420221
428.372987,111,178.575663
439.571723,121,179.778297
474.679232,136,181.097321
418.966285,137,182.48496
444.407841,129,183.773541
487.066518,134,185.148224
430.892763,125,186.521853
447.440923,119,187.769613
437.827336,106,188.915266
430.34172,124,190.243808
473.570665,131,213.667506
439.788653,93,214.604186
443.520529,137,215.956898
456.502233,109,217.052598
412.384101,109,218.169314
437.330984,147,219.73403
429.278267,96,220.803621
450.283531,122,222.134863
447.628598,128,223.514199
470.291234,123,224.877171
475.032748,96,225.949839
458.944124,102,227.071581
434.631718,103,228.114373
440.049543,85,228.996938
478.229291,98,230.022885
449.433342,121,231.260014
459.660845,110,232.323927
431.360654,93,233.259487
454.082847,88,234.157991
500.100105,104,256.936902
499.495164,110,258.148224
468.839777,89,259.119093
462.876551,99,260.166539
448.81927,73,260.917504
489.813002,115,262.127105
466.834869,72,262.845461
469.795143,80,263.656367
470.032176,97,264.613506
464.556019,103,265.65183
483.90222,91,266.560952
442.294535,95,267.536642
460.14196,91,268.460214
460.073078,82,269.306393
464.462272,110,270.371572
443.315736,128,271.66017
446.010114,67,272.339218
480.259216,93,273.317671
466.597725,95,274.270288
452.249177,102,275.250101
475.099519,90,276.167212
504.725144,97,277.164365
486.221044,83,299.184153
472.859791,84,300.007104
446.475305,75,300.77728
451.340022,86,301.634423
471.936933,85,302.485455
458.475735,91,303.409589
452.545191,99,304.398835
481.655336,97,305.380375
494.111175,83,306.212803
471.242908,78,307.015547
481.850192,86,307.887755
438.425563,92,308.779161
487.936597,90,309.688431
422.177814,69,310.414303
464.793226,80,311.218786
488.268604,86,312.089811
476.579173,74,312.82882
467.241058,87,313.696465
467.90179,88,314.569002
502.832635,77,315.36463
487.934146,100,316.463612
508.936661,102,317.570781
482.403048,85,318.462092
450.281551,65,319.178595
485.550708,86,341.773087
471.658446,71,342.494015
433.039799,61,343.105988
465.082302,72,343.829666
467.659483,75,344.595294
514.132762,77,345.391096
443.152967,81,346.147695
462.361947,72,346.88192
471.310507,75,347.642952
505.934005,85,348.527297
465.571222,90,349.503522
490.865589,78,350.318993
435.13839,84,351.249446
491.888075,78,352.104735
467.477716,60,352.755866
431.98302,67,353.502396
437.079074,60,354.146232
431.502306,58,354.784906
429.805659,68,355.558582
484.262903,83,356.474885
495.82501,85,357.415629
514.436379,75,358.144071
477.046577,78,358.942844
452.875788,71,359.671907
436.331313,78,360.468967
473.720941,77,361.239179
436.606752,68,361.935542
481.827189,78,384.77412
497.156809,70,385.546437
448.417471,73,386.310204
461.245022,71,387.049712
476.183863,64,387.77281
469.535588,67,388.502038
495.860809,80,389.38718
492.093757,75,390.204607
457.630313,60,390.798035
450.578284,70,391.534638
445.153997,60,392.148339
492.490482,95,393.126765
489.31508,85,393.985478
479.834741,72,394.705641
501.497188,69,395.353914
447.798669,60,395.972682
437.572654,57,396.561306
493.657333,90,397.481339
484.545077,71,398.230713
470.780737,69,398.924343
442.172777,65,399.582967
466.595277,81,400.421394
467.086681,72,401.105454
473.937309,70,401.818063
463.543408,61,402.432058
446.93683,61,403.054039
482.289467,69,403.760874
448.790848,61,404.388938
437.98462,80,405.180815
479.892669,66,426.993845
489.068268,71,427.707774
473.6095,74,428.443089
464.915437,61,429.035814
430.543307,65,429.699314
467.389012,59,430.279179
473.927921,68,430.98074
472.577116,59,431.56343
502.846571,75,432.336726
510.689735,72,433.077342
441.184758,62,433.693643
479.700062,66,434.326556
495.250955,81,435.149355
462.156103,66,435.826539
453.754259,57,436.423965
505.853224,68,437.107683
475.339508,102,438.155191
450.481745,60,438.746256
491.155682,75,439.489507
500.859241,66,440.148682
441.758017,57,440.741571
433.598633,57,441.311595
475.149669,64,441.965314
444.610551,58,442.560256
461.792323,94,443.532606
453.29035,62,444.134807
478.584727,58,444.725867
474.252559,65,445.369032
511.66151,68,446.094986
486.422155,69,446.854417
460.926454,89,469.406876
496.064968,65,470.065661
467.263608,83,470.887303
491.58495,57,471.470785
465.124008,61,472.082877
512.004302,58,472.68768
468.167845,56,473.215357
481.285782,71,473.962534
478.369221,76,474.726208
469.150576,63,475.365699
455.369996,55,475.921895
469.520134,60,476.517668
446.17189,60,477.132446
476.762991,63,477.766665
432.767281,52,478.309398
457.871621,54,478.817954
436.770975,58,479.45798
459.514364,46,479.93714
470.03321,60,480.563019
458.99006,53,481.156
447.903514,59,481.805216
452.43942,54,482.356112
502.81269,97,483.380292
484.483482,65,484.100152
493.552522,68,484.814657
478.092337,60,485.468151
433.911764,48,485.970042
494.019357,67,486.689158
488.98041,69,487.351277
474.850816,61,487.981118
476.834554,58,488.579973
473.177282,55,489.150535
524.591976,64,489.797083
513.474502,63,512.530161
487.238568,54,513.134054
501.283611,64,513.805046
432.958756,48,514.322605
515.456657,59,514.94657
424.633184,65,515.619017
485.487252,57,516.247253
494.808106,55,516.823614
502.13899,59,517.46034
502.966023,60,518.115691
469.208873,53,518.701729
453.40136,51,519.213721
459.733912,54,519.83392
476.044914,63,520.499373
493.724825,61,521.116793
469.937548,51,521.63944
459.072892,51,522.14788
467.285666,52,522.691783
495.724762,56,523.25244
484.958551,61,523.839644
529.077714,65,524.492135
492.761546,60,525.104795
502.997091,100,526.105212
469.888519,54,526.670089
493.571547,77,527.439964
465.658004,50,527.93777
465.041299,49,528.459453
458.194766,53,528.996258
462.667627,55,529.530714
454.887022,57,530.10869
485.21113,58,530.686866
470.455666,63,531.326531
476.619925,59,531.9175
457.781099,55,532.454663
445.31214,53,532.993027
510.280317,64,554.843368
479.562596,52,555.381594
481.864521,58,555.972586
497.443929,51,556.486652
459.601228,51,556.99162
497.597908,61,557.607498
509.489934,56,558.170037
489.013465,57,558.760529
450.378518,49,559.245565
522.886868,55,559.81581
455.880422,52,560.33688
482.492024,75,561.125077
500.693046,56,561.695864
501.14239,54,562.24112
445.713171,45,562.662232
460.380875,54,563.225888
521.541196,58,563.783426
472.991692,56,564.337475
452.27461,60,564.949052
512.819008,58,565.546321
514.311638,59,566.157705
464.635788,49,566.654137
502.480489,59,567.265388
473.399619,55,567.80691
455.436324,68,568.444272
480.873945,52,568.998969
430.372375,48,569.483237
529.197003,56,570.056336
502.444108,68,570.708182
475.681521,52,571.259879
447.388606,50,571.756736
470.574966,49,572.258137
458.719676,53,572.800949
477.463424,61,573.397494
476.132772,51,573.920619
485.317681,68,574.615664
487.025172,57,575.209102
493.08587,83,597.282556
481.666378,51,597.784895
450.394325,48,598.266613
497.102312,87,599.151034
512.140437,61,599.773959
480.400911,46,600.222601
459.871558,49,600.709495
522.273088,56,601.260625
462.485843,51,601.763376
466.818758,44,602.20782
486.96684,52,602.72702
479.103774,63,603.394968
514.972749,56,603.947251
520.97394,52,604.48929
491.513917,48,604.957747
487.461661,50,605.461239
470.246961,47,605.933541
476.541336,48,606.436965
458.644392,48,606.867544
468.318125,48,607.336336
484.051044,52,607.872046
534.532021,59,608.541692
450.776101,46,609.032003
517.78134,53,609.595132
523.201586,56,610.207424
536.261033,60,610.841712
469.308729,53,611.420154
463.724344,51,611.959924
495.084277,53,612.547986
450.881126,47,613.05942
485.138077,51,613.60768
449.74944,45,614.126971
474.960385,50,614.664299
534.927146,60,615.298295
441.371445,50,615.850066
