#{"t_start": 1774402235.6462448, "env_id": "None"}
r,l,t
-284.958283,277,1.697414
-801.596147,1253,8.722319
-573.354546,1678,23.049391
-70.605054,1105,34.626604
204.364262,513,37.499598
235.380568,595,40.827763
329.81531,349,42.778458
270.085062,404,50.191434
409.194681,213,51.377608
389.481382,199,52.485987
304.176951,399,54.697678
405.048135,227,55.937474
315.19659,336,57.77582
319.876975,280,59.304272
395.040667,154,60.146248
406.457343,151,60.980224
415.396684,149,67.074792
413.180659,172,68.025035
416.017907,151,68.856746
424.388375,163,69.759287
419.25596,245,71.114014
449.740827,175,72.08444
442.149925,164,72.987707
373.226995,197,74.067955
397.175702,191,75.123964
399.354372,133,75.864301
451.230048,150,76.688421
450.067022,164,77.588329
457.904907,143,83.628983
483.023383,112,84.255915
414.031451,159,85.149693
460.902676,116,85.798681
451.573993,159,86.687842
404.74533,152,87.539059
470.2406,180,88.542485
446.511235,138,89.314809
432.293936,121,89.990853
433.776035,147,90.812145
439.229838,97,91.3517
427.520059,99,91.905558
453.552775,159,92.791028
399.227935,155,93.656192
443.90193,95,94.186208
466.977308,107,100.030831
456.266296,95,100.560778
494.564995,108,101.164144
453.530895,114,101.800232
415.196262,150,102.636721
476.252699,116,103.283612
444.350465,163,104.199638
442.109526,111,104.818824
419.116646,134,105.563801
450.828526,133,106.308077
451.939626,188,107.361729
420.910363,93,107.878834
426.376359,91,108.380369
471.536686,91,108.884067
441.617885,109,109.483135
489.499445,111,110.091417
446.580478,130,110.807451
405.635107,115,116.379393
441.397875,109,116.981623
417.997779,120,117.647842
401.08945,107,118.239052
454.881359,113,118.864687
406.045055,118,119.519937
441.622953,94,120.038723
453.426995,99,120.583221
416.398561,101,121.162047
442.067578,101,121.729565
496.41324,125,122.4333
496.555627,86,122.918877
481.266401,129,123.641984
474.347995,113,124.276829
469.555591,78,124.717446
436.011007,83,125.18317
507.239504,102,125.755236
448.940664,134,126.505598
402.432274,124,127.201522
433.977841,70,127.597594
488.782204,90,132.711087
502.091416,94,133.235631
468.558224,89,133.731386
431.571917,119,134.396294
462.705427,86,134.875781
511.123746,90,135.381841
449.997887,87,135.871259
479.108601,75,136.289538
468.275424,107,136.88564
443.324036,148,137.712972
482.648372,98,138.258857
392.119932,151,139.10274
428.665508,81,139.553468
435.12837,120,140.220837
442.756931,77,140.651934
475.750981,95,141.185073
475.092685,90,141.690916
462.736865,107,142.293064
457.351806,91,142.802063
445.702993,65,143.165343
464.082359,120,148.723141
517.956172,84,149.193005
472.697988,160,150.091437
440.176864,78,150.529284
438.47546,79,150.974147
477.799945,82,151.43568
452.134053,95,151.97064
472.395642,78,152.410835
449.453274,83,152.876766
428.744777,93,153.399468
448.800502,84,153.873837
465.236829,85,154.352173
480.848881,112,154.981194
441.732222,76,155.408814
460.162736,86,155.893138
399.090548,149,156.732882
512.178616,89,157.236784
476.258088,82,157.702404
432.47521,88,158.199424
467.832168,92,158.720586
445.600388,65,159.088202
456.083296,95,159.626592
434.823062,112,165.114822
487.839083,93,165.62721
437.605774,83,166.08691
463.06439,81,166.532591
446.216404,78,166.964267
422.581336,68,167.35022
459.786078,106,167.945735
432.122363,96,168.482633
440.152493,99,169.037124
440.577795,81,169.490842
447.112695,95,170.025917
473.30756,82,170.484886
472.355633,69,170.871029
456.093352,72,171.275095
420.310275,85,171.747923
440.44577,99,172.302068
479.273165,77,172.732039
478.476881,85,173.208918
419.879076,90,173.710809
437.689387,100,174.275077
472.716323,91,174.783481
451.014314,67,175.159554
504.824315,85,175.636755
499.417491,85,176.115856
467.029271,81,181.544893
438.131495,80,181.994298
480.009582,84,182.465919
483.487054,105,183.05785
459.307561,67,183.435427
500.044955,75,183.857907
436.73903,88,184.354047
437.215055,80,184.806464
446.315398,74,185.228464
461.905676,61,185.571989
468.026237,85,186.055937
425.860278,77,186.489993
475.561776,68,186.876932
498.512283,69,187.265321
450.226607,62,187.615671
448.098609,88,188.113057
443.108607,80,188.565742
456.186722,63,188.922133
443.77431,59,189.265919
433.055302,87,189.753112
468.402846,70,190.146358
475.859198,61,190.488798
454.13654,74,190.905267
