#{"t_start": 1774404953.6754801, "env_id": "None"}
r,l,t
-180.993788,61,1.118536
-193.340395,89,1.602202
-385.623915,417,3.875232
-334.745952,340,5.732966
-310.757423,313,7.439117
-209.675359,150,8.25833
-198.046824,81,8.703974
-170.109158,103,9.265477
-217.526391,130,9.969726
-189.427476,85,10.433452
-177.065865,48,10.69119
-224.264664,123,11.36322
-201.568316,82,11.80745
-265.548554,549,20.248607
-204.369779,273,21.762325
-236.993393,495,24.499072
-283.160826,308,26.204328
-283.453149,390,28.364565
272.165154,439,36.106948
197.222336,583,39.363529
12.652534,426,41.731778
77.221858,322,43.520405
155.316236,705,52.618124
379.63943,280,54.173348
376.365852,249,55.558636
-78.86454,710,59.496547
270.017291,438,61.924055
277.648257,462,69.098147
367.977669,193,70.169282
389.520512,229,71.441866
394.940773,188,72.486425
435.264766,137,73.242818
373.285012,215,74.43777
393.690695,221,75.663679
378.047763,211,76.838688
406.211984,233,83.179618
340.273691,282,84.745582
408.845047,164,85.664333
384.642258,181,86.669106
173.570199,94,87.192503
421.249638,173,88.154144
403.174634,257,89.582555
411.34617,205,90.720503
414.977061,155,91.581573
425.385589,149,92.40896
454.150918,106,92.999349
393.980481,157,93.871952
403.748127,150,99.907949
427.743604,157,100.783626
414.333011,99,101.335731
447.672179,98,101.881545
434.604786,87,102.366515
420.259673,145,103.169916
407.590866,117,103.82087
453.951946,112,104.443946
414.136147,150,105.279781
394.495947,130,106.003988
410.083147,147,106.822662
429.026852,180,107.82655
441.206711,168,108.769951
404.035128,156,109.638665
447.212718,95,110.168323
432.120208,124,110.857499
430.289501,158,116.645405
445.751234,173,117.606705
457.517508,162,118.506866
425.725274,152,119.350529
445.6584,110,119.959046
453.749021,93,120.475846
417.487779,177,121.458928
477.083738,134,122.204348
381.487375,233,123.502382
499.836265,109,124.106624
424.459034,123,124.790093
455.478535,141,125.574713
445.060989,98,126.117905
450.198215,119,126.778588
446.137433,145,132.333694
451.650192,102,132.883699
434.826237,103,133.43944
411.415167,94,133.942839
389.0855,172,134.871414
466.718351,109,135.456129
461.866744,95,135.965945
403.105565,168,136.876386
477.055787,85,137.332946
435.194655,89,137.811212
493.027443,105,138.375593
411.630438,110,138.976193
472.360778,74,139.377434
418.541054,82,139.82135
459.155806,116,140.466138
430.765708,91,140.960819
485.196027,96,141.482841
404.192281,143,142.274227
410.761287,103,142.832342
449.589543,105,148.559334
477.097946,94,149.080539
452.415466,98,149.628691
460.030385,98,150.175498
459.440793,119,150.835538
429.74632,71,151.232057
507.897406,93,151.748916
452.36683,86,152.226101
496.034006,97,152.764496
501.667257,82,153.220007
447.559403,102,153.786471
400.608135,166,154.718947
486.744323,97,155.25586
507.736452,95,155.782007
428.268965,82,156.238155
457.07636,126,156.939454
434.472247,133,157.677733
434.497218,105,158.261996
437.446338,109,158.868733
484.138081,92,159.378838
456.199814,81,164.667774
506.329145,96,165.202145
431.163281,60,165.536374
440.36438,60,165.870847
412.078351,91,166.376618
447.552939,72,166.776917
473.502884,92,167.287852
402.039588,127,167.994618
462.78096,113,168.627295
491.607005,96,169.161736
458.306764,85,169.63309
443.343678,94,170.156058
495.716001,88,170.645567
429.828734,101,171.206748
426.656852,106,171.795622
500.89457,76,172.217121
452.187219,131,172.944119
448.194439,79,173.384316
470.342231,92,173.90099
481.999829,116,174.545573
423.584718,88,175.034208
440.891756,77,175.462451
464.826568,73,175.871965
473.832089,87,181.765173
431.11087,86,182.244372
477.394723,72,182.645348
482.71495,82,183.104497
481.722076,77,183.533387
473.528588,77,183.96592
477.37053,85,184.444165
470.060405,71,184.84095
430.843499,94,185.366673
452.271291,72,185.769533
437.463394,70,186.161056
426.684443,69,186.546204
441.637613,78,186.984967
506.661518,73,187.390658
428.490021,80,187.837326
440.820576,85,188.311784
442.088053,85,188.783984
432.516644,82,189.240781
501.690468,83,189.707
418.116857,113,190.335239
498.185271,95,190.863936
449.573909,73,191.269437
441.23627,102,191.836221
486.906396,77,192.26434
472.695475,97,197.455269
478.287037,63,197.797339
452.215512,76,198.212422
472.999605,91,198.705983
471.743583,71,199.090529
434.560031,74,199.489258
440.812462,88,199.965866
517.46156,99,200.519515
475.700193,72,200.918948
493.790228,92,201.423905
468.935837,90,201.915541
496.031079,74,202.319741
490.597365,79,202.750358
461.953674,71,203.137837
440.41397,59,203.459785
430.743433,79,203.898596
462.015711,91,204.394143
483.983877,81,204.836969
487.117498,82,205.287054
438.278348,64,205.637042
427.322856,87,206.115194
474.634815,59,206.433151
477.287866,68,206.803535
469.555664,78,207.229324
475.940806,75,207.63796
509.598374,73,208.037832
499.589872,77,208.464379
511.310365,72,213.979941
437.963544,57,214.298311
458.263817,85,214.771681
515.854362,71,215.168012
515.871404,81,215.620057
443.69984,62,215.965908
487.546739,67,216.339611
439.264927,96,216.874063
485.881763,57,217.195526
474.679043,90,217.69911
431.674882,71,218.094965
470.352535,72,218.496087
426.579132,99,219.048942
494.926064,78,219.483321
496.200021,64,219.842673
447.764305,66,220.211857
429.040133,61,220.550587
457.157371,85,221.023777
486.21694,80,221.469437
480.931809,70,221.85913
490.032737,76,222.285211
494.593827,69,222.673202
446.673846,92,223.189808
449.666272,74,223.612313
481.563173,64,223.969054
458.316817,62,224.315015
469.359234,84,224.785887
464.893917,66,229.9948
512.891227,77,230.427387
457.829214,77,230.854866
429.501653,55,231.160374
451.739691,75,231.578301
454.979149,65,231.940247
474.692235,70,232.332563
464.696888,72,232.733011
471.605129,65,233.094443
442.082094,53,233.388872
469.515359,62,233.734869
467.408299,69,234.121994
446.279414,62,234.467286
482.667928,55,234.773982
438.925226,71,235.169212
476.544931,89,235.666926
