#{"t_start": 1774404953.6764388, "env_id": "None"}
r,l,t
-224.067732,88,1.266363
-209.716286,138,2.014671
-189.782253,82,2.459352
-335.855712,341,4.323255
-194.192755,67,4.695326
-185.172962,50,4.96756
-203.154658,93,5.474746
-282.99674,271,6.950937
-187.978314,72,7.342093
-268.027783,207,8.475004
-191.644765,85,8.938969
-195.392448,121,9.598362
-225.66529,150,10.413077
-276.278505,223,11.623994
-318.801055,319,18.783977
-248.513017,172,19.739712
-372.207101,478,22.386914
-135.06683,362,24.388542
-53.936118,231,25.669151
-188.36131,306,27.365877
-125.841091,435,35.071608
-17.249853,363,37.097057
-62.49357,503,39.90874
-51.562352,421,42.248963
123.981683,727,51.469064
-55.003474,613,54.874078
287.093085,471,57.489159
213.14641,510,60.317097
366.59051,293,61.941901
371.202001,228,67.818979
457.149728,176,68.795467
312.856785,283,70.364325
420.832235,202,71.487574
425.335598,179,72.481796
389.414475,238,73.799219
388.858996,240,75.132206
388.157392,230,76.412244
448.441691,157,77.280389
401.023032,246,83.69848
398.006995,168,84.630341
435.750994,168,85.571381
479.192135,157,86.442446
415.061489,164,87.354419
444.24548,158,88.232221
396.10316,133,88.972076
430.141278,131,89.699519
367.046716,203,90.826813
424.107803,149,91.654406
402.185721,211,92.827459
449.471917,141,93.610483
447.487359,154,99.671322
446.056994,125,100.364003
411.355482,154,101.224949
426.049197,186,102.26011
473.323568,147,103.076705
462.628537,161,103.971349
417.77023,253,105.381256
467.993347,137,106.143442
448.107674,125,106.840248
448.192864,138,107.611139
427.844122,139,108.392966
422.203561,129,109.110911
408.665433,118,109.767649
425.396897,106,110.358242
407.238909,233,116.563816
471.909012,101,117.123468
365.614947,221,118.353417
446.272891,86,118.829493
476.74055,144,119.627036
417.079863,143,120.421413
403.511242,157,121.293583
475.697373,105,121.878425
464.035135,77,122.30456
439.500157,110,122.917461
404.223837,153,123.76998
422.122236,130,124.490593
412.58502,156,125.358912
479.197665,138,126.124377
445.315913,157,126.99544
448.066771,89,132.243471
464.323637,134,132.965371
483.162037,105,133.532448
419.548056,100,134.067114
485.872052,87,134.535682
433.842057,97,135.061745
429.164421,167,135.955625
471.895633,99,136.495098
430.998438,79,136.920056
407.175247,133,137.634448
419.871504,87,138.10041
429.242398,84,138.554296
471.886138,93,139.063141
406.20571,117,139.698416
437.267908,160,140.581964
467.023241,94,141.09055
457.946761,136,141.8344
427.698116,81,142.285704
423.640504,134,143.01559
422.788524,84,148.626122
414.026089,84,149.092486
442.764789,72,149.497432
414.323561,117,150.148366
462.649697,82,150.603279
504.63934,95,151.133906
474.651383,76,151.555033
428.340409,100,152.110906
456.616159,92,152.621144
496.320428,105,153.204365
456.824688,77,153.631954
442.830878,93,154.148678
447.743851,115,154.796978
417.765767,105,155.378082
462.18316,93,155.893452
465.367239,78,156.327634
448.281745,100,156.884534
455.115138,79,157.322768
435.936609,74,157.733612
497.275824,113,158.363362
422.851136,100,158.919518
460.540106,81,159.368573
454.157247,80,164.652097
487.475356,113,165.280669
475.633373,71,165.676397
479.401565,104,166.255543
480.622858,75,166.672126
493.078813,125,167.366469
470.189306,105,167.95118
455.426643,108,168.555577
454.974284,145,169.362828
458.621108,83,169.8236
425.861689,97,170.362481
502.43664,103,170.935612
446.219426,149,171.763235
457.203146,98,172.307423
437.962279,130,173.030226
429.001473,79,173.469396
442.081929,109,174.080096
481.303647,84,174.546547
458.231666,93,175.063502
435.017686,112,175.688596
409.225343,101,181.660031
483.744615,92,182.172158
432.530445,89,182.6685
459.96812,82,183.127481
426.134427,84,183.595985
459.763809,84,184.069282
472.154136,80,184.517514
508.671724,87,185.005323
456.600957,75,185.423876
471.088026,92,185.938929
457.637566,81,186.39067
472.292959,102,186.963698
458.182102,75,187.380321
454.07347,62,187.725391
469.959433,77,188.156701
437.443348,104,188.73507
481.6599,100,189.291777
463.248835,75,189.713655
443.42287,65,190.075315
459.679002,105,190.65948
483.165627,83,191.12069
438.509894,82,191.576166
499.225342,93,192.093319
468.010431,87,192.575944
458.988292,77,197.652249
485.491671,66,198.011361
467.840621,67,198.375606
496.081456,99,198.913414
497.454011,75,199.316833
475.458794,98,199.846725
457.407506,72,200.239494
474.071012,68,200.627089
444.545711,111,201.239392
468.014598,74,201.643127
493.244626,82,202.090681
497.614563,79,202.522057
446.942294,65,202.876804
472.359031,82,203.324334
503.647398,72,203.72243
453.549776,71,204.111815
487.140225,69,204.487789
507.125517,79,204.921032
484.963295,69,205.299082
434.178177,103,205.862204
443.308608,56,206.169722
460.451403,67,206.531652
495.695511,92,207.034248
