#{"t_start": 1774385893.3243313, "env_id": "None"}
r,l,t
-170.405858,1114,6.283001
-157.744905,766,10.537714
481.613717,2231,32.928684
292.679958,1877,43.333836
492.207557,599,51.464628
490.695726,404,53.705489
226.435229,380,55.771147
494.889874,552,58.79687
514.863255,385,65.657279
468.779614,298,67.313584
474.299345,389,69.466189
498.890915,247,70.833361
524.525878,416,73.144547
473.039168,269,74.639548
464.442758,341,81.319191
483.876776,242,82.657342
530.294128,299,84.320736
497.530571,291,85.937849
471.0396,279,87.489203
548.755057,309,89.205473
550.454809,384,91.340804
524.942755,377,98.35399
488.348076,242,99.696907
503.142789,294,101.311859
535.016906,326,103.105988
527.155678,356,105.076621
522.246997,251,106.458123
484.656609,194,107.524335
504.159496,192,108.582306
518.171777,176,114.680166
525.402939,308,116.377923
476.98453,177,117.354054
513.641261,180,118.349088
505.688919,202,119.464686
548.355339,170,120.404943
473.477301,183,121.417339
458.475525,191,122.474159
511.322984,238,123.790682
490.765655,190,124.845582
506.156826,151,130.969069
500.320943,133,131.704975
537.760497,153,132.554122
487.519176,138,133.319309
496.480797,179,134.313255
529.079752,226,135.56078
521.346341,169,136.494561
502.651308,186,137.529149
513.284445,221,138.749034
457.199833,176,139.720794
510.169811,182,140.725129
523.136508,184,141.740433
493.209199,211,148.093148
534.897555,168,149.03161
462.463688,153,149.877312
484.077566,167,150.801243
515.840528,174,151.766807
476.748781,116,152.410936
497.055243,140,153.186362
517.897848,169,154.122419
479.089275,191,155.182795
521.546585,206,156.329089
477.692078,132,157.059549
452.910015,140,157.833312
537.580682,156,163.938025
496.364113,165,164.852128
491.233527,133,165.58859
466.385861,234,166.880721
509.901925,184,167.898454
481.718152,237,169.211565
490.783075,153,170.061334
527.921595,166,170.984716
495.393043,120,171.650856
500.917233,130,172.379166
478.163826,218,173.591784
480.553155,134,174.334906
484.450742,152,180.37794
544.670666,150,181.212884
519.28836,136,181.978785
514.558607,131,182.707708
501.098227,156,183.574257
494.480473,160,184.469158
463.72095,104,185.047311
516.251195,148,185.870452
486.614827,129,186.585183
501.503012,126,187.289231
475.372767,123,187.974963
482.119113,144,188.7766
478.769856,113,189.403724
517.66866,199,190.514214
507.802989,230,196.833976
535.878184,193,197.906635
514.140568,126,198.603886
505.510192,199,199.704914
557.181037,166,200.626175
552.304299,148,201.444474
465.111399,106,202.030249
465.654489,114,202.662184
515.063879,153,203.514121
500.583124,128,204.224698
475.877377,109,204.830021
486.207365,125,205.523717
470.260188,122,206.198566
509.153992,154,207.05332
512.990053,151,207.891536
536.505422,205,213.678873
544.431854,160,214.574228
510.749802,111,215.192646
471.420901,171,216.151381
534.934667,132,216.886187
496.024008,126,217.596949
545.868399,166,218.521338
503.594603,107,219.119446
466.968481,112,219.743157
510.568204,142,220.55107
538.895601,120,221.220513
496.403981,162,222.126466
467.445516,107,222.722452
469.187208,119,223.382853
469.227194,144,229.469173
524.37464,140,230.245045
501.714175,112,230.867795
532.758544,138,231.635725
527.286176,135,232.384525
532.867824,118,233.041107
500.715407,117,233.691138
480.711774,107,234.285444
501.513535,135,235.036274
483.094482,147,235.854598
517.144682,120,236.52059
481.366645,115,237.159739
456.658903,101,237.71876
524.891605,178,238.707422
508.214808,179,239.702975
457.440424,120,240.376145
491.686011,120,246.033525
529.583947,118,246.691207
496.694882,112,247.316708
479.429355,103,247.889015
524.094113,124,248.580384
507.969805,112,249.2059
502.333043,127,249.898276
515.967745,165,250.796641
532.720191,113,251.407311
491.826955,105,251.976564
505.539852,116,252.607223
476.37031,100,253.158065
481.748673,138,253.907806
512.384116,149,254.717412
517.28558,144,255.502789
540.676429,124,256.174026
558.211087,142,256.946395
508.748144,115,262.891676
468.048226,112,263.524463
490.652053,140,264.308743
484.433857,102,264.876442
505.674322,122,265.558612
520.655114,143,266.354897
485.825834,98,266.899428
474.535341,97,267.441967
500.665082,97,267.981591
497.255567,101,268.54454
485.525214,117,269.19922
477.098684,103,269.77691
515.665839,163,270.687598
503.838183,112,271.310706
509.17064,111,271.928295
509.837482,104,272.508988
535.180426,121,273.185164
468.770862,96,278.720687
542.24654,108,279.324463
545.962069,127,280.030836
528.991545,110,280.64568
531.731974,134,281.391046
478.284515,135,282.141888
504.530597,115,282.780816
519.847002,120,283.447409
478.847501,100,284.003246
502.819751,114,284.636957
516.682507,114,285.278049
485.042207,107,285.874146
502.654285,109,286.488152
543.158488,151,287.327544
466.184235,91,287.833955
451.921981,105,288.417516
478.859455,106,289.005696
472.02527,93,289.522002
538.828146,110,295.43009
460.664038,105,296.011049
530.456648,109,296.61691
512.754961,104,297.200858
482.880531,122,297.879737
461.960888,89,298.374393
517.997941,101,298.936713
544.490935,111,299.554471
481.336597,99,300.104169
496.520638,111,300.72138
509.106818,106,301.308713
508.215128,105,301.894199
521.408236,160,302.783333
494.388161,98,303.328154
484.501132,103,303.900699
468.349661,114,304.534352
510.612796,99,305.084136
467.275743,118,305.739339
515.074097,106,306.331066
494.815996,116,312.017331
