#{"t_start": 1774395924.9373932, "env_id": "None"}
r,l,t
-590.715948,884,5.067668
-326.918427,349,7.000666
-1718.152304,4432,42.296345
166.804178,593,50.840515
200.747062,578,54.110037
350.023593,359,56.142367
226.351265,488,58.894785
276.135203,380,61.043802
305.062618,370,68.075333
317.775083,307,69.806357
298.639325,413,72.126304
370.563338,298,73.803867
293.622901,397,76.036692
299.590315,397,83.264215
403.881192,255,84.677508
400.728712,254,86.086111
363.696866,250,87.475801
398.073073,220,88.698178
300.50505,363,90.708587
300.797887,395,92.911542
404.594551,222,94.141935
364.952891,321,100.826895
396.731158,274,102.331639
414.943262,192,103.378479
322.715157,286,104.964213
178.863276,577,108.138558
374.737358,309,109.838023
452.037193,208,116.087619
395.506939,185,117.128717
391.306172,206,118.294067
408.990101,212,119.492599
420.010813,209,120.674795
412.343381,179,121.689776
382.328368,209,122.872936
442.371887,190,123.943182
426.50837,179,124.950813
390.376669,198,126.071995
339.654618,259,132.824843
363.291481,218,134.049812
385.443464,221,135.294428
392.472761,155,136.165003
423.484586,148,136.993959
399.915241,210,138.178781
415.431702,147,139.005811
419.438276,157,139.88432
448.627406,187,140.93198
356.668336,349,142.88355
441.154524,190,143.952718
447.828842,177,149.837718
427.26308,151,150.688666
395.974382,137,151.458648
411.820762,187,152.512449
425.438058,210,153.693648
444.952211,156,154.577488
426.392861,219,155.814543
415.037424,164,156.737182
459.06267,165,157.669227
464.842335,160,158.574782
428.265697,146,159.399183
429.263075,206,160.565079
316.515188,302,167.36693
399.983317,229,168.659231
434.147126,124,169.356851
425.131741,140,170.147532
450.727357,124,170.849889
419.062132,125,171.557017
450.43079,138,172.335484
419.993518,140,173.128661
383.681281,209,174.305337
397.635162,141,175.101
411.825394,197,176.210115
397.797217,127,176.928689
458.90825,130,182.80091
405.843551,141,183.595166
402.70394,132,184.338934
437.189168,158,185.235526
405.897125,134,185.999246
433.144881,180,187.009215
439.264124,113,187.646336
439.931171,131,188.381792
468.006007,146,189.202369
451.055371,124,189.898259
436.530991,187,190.947709
441.190712,120,191.620631
436.116881,143,192.424704
440.491814,113,193.059038
424.446813,161,193.962369
436.35481,173,199.677026
442.250146,120,200.347553
462.828365,130,201.074694
457.01255,120,201.74505
444.043577,121,202.404567
441.89413,184,203.414839
420.938008,123,204.092355
422.917065,159,204.963461
496.081671,134,205.697288
389.517187,205,206.82116
472.637277,131,207.53977
455.304934,112,208.162253
457.364089,123,208.839683
437.564246,118,209.491059
