#{"t_start": 1774414910.869603, "env_id": "None"}
r,l,t
-1281.322191,2123,30.526996
-356.040799,1722,42.239831
91.678347,863,58.922165
319.978031,347,61.240589
327.291103,345,63.576811
168.348675,637,67.97689
379.78934,234,78.836824
372.458088,289,80.859161
346.174419,274,82.805149
367.274038,227,84.453698
392.192723,196,86.058404
407.087006,244,88.28036
429.599545,194,90.136734
333.598924,317,93.257504
396.811495,269,115.980885
362.217085,251,118.332017
383.320493,211,120.304675
460.090244,198,122.247265
381.333494,178,123.979989
342.661941,307,126.864433
414.684433,204,128.780329
466.305569,188,130.50224
408.432374,195,132.314802
435.891522,143,133.630954
405.414624,186,154.541452
461.902152,180,156.239322
456.975377,169,157.812155
405.228421,125,158.987508
403.262698,202,160.853701
460.650124,133,162.070845
392.459172,130,163.260231
442.90442,118,164.380592
428.495205,138,165.631177
416.542973,233,167.815206
410.832174,136,169.088142
451.309762,195,170.893508
419.97138,131,172.139721
459.290639,139,192.458606
452.862891,124,193.605787
444.595542,128,194.779608
460.726661,120,195.8871
426.770211,189,197.646164
434.156984,145,198.976927
459.150785,99,199.907825
461.093474,109,200.933907
455.084187,95,201.824385
455.026384,115,202.892138
417.954916,143,204.214761
457.149365,117,205.319329
415.984306,120,206.504843
441.402443,121,207.68854
450.828371,93,208.61896
475.016117,135,209.972216
450.714422,101,210.992818
475.499603,119,232.982557
471.372794,109,234.030478
478.025694,112,235.083425
455.35078,132,236.316677
437.078966,81,237.11144
460.89916,92,238.033113
429.298127,138,239.405323
431.841402,82,240.185945
486.916029,127,241.450952
457.120717,107,242.475945
432.065279,105,243.481068
465.655867,141,244.816046
424.362031,90,245.63841
481.806961,97,246.588228
436.401718,89,247.435658
464.942969,104,248.416395
466.628349,131,249.641541
414.045856,98,250.609929
478.123428,107,275.748095
452.760893,132,277.002465
442.673236,78,277.743721
434.415852,89,278.542331
433.056869,120,279.657257
436.844862,119,280.791007
423.909344,78,281.522265
440.9346,77,282.244629
480.621061,96,283.148186
469.108763,88,283.967088
450.644104,93,284.840017
454.600028,76,285.547537
466.740204,125,286.705558
440.668954,76,287.422709
459.683416,75,288.129408
438.558999,76,288.84043
441.121387,90,289.673017
480.092023,92,290.538657
449.844064,99,291.459619
412.674046,106,292.451623
500.18573,83,293.249336
465.380091,82,294.011128
466.161405,107,316.345921
472.947999,82,317.198268
485.935947,76,317.99044
458.779687,86,318.86193
489.473386,95,319.844579
497.838021,83,320.666963
425.66323,100,321.67517
502.973013,83,322.500266
424.858628,98,323.458978
481.377607,73,324.216003
424.403873,82,325.041555
423.464099,72,325.780491
415.328451,107,326.801929
453.753146,93,327.655147
464.276095,94,328.546587
458.418455,70,329.203219
471.039676,79,329.973377
432.238695,84,330.792031
511.046139,91,331.626154
439.252089,80,332.43063
455.918138,81,333.240844
484.015526,87,334.075013
464.707723,81,334.847322
509.127035,87,335.692268
503.502961,84,361.23227
440.110342,62,361.841249
497.385196,75,362.544645
484.701931,99,363.48191
446.296945,76,364.184954
451.913355,83,364.965496
468.064685,77,365.70688
517.507342,73,366.428899
474.086,84,367.246982
479.948398,88,368.103379
470.412955,77,368.876045
468.545153,77,369.628841
433.477431,71,370.330761
459.718871,87,371.175535
461.319188,78,371.993008
465.171352,78,372.729084
430.33942,67,373.370235
442.484292,69,374.041575
471.398662,71,374.736128
463.615104,71,375.417586
417.273874,112,376.457769
469.171564,77,377.178541
487.155062,79,377.973646
450.190162,74,378.738793
456.418077,67,379.408477
484.572587,106,380.518084
454.184352,67,400.276368
484.047604,77,400.797848
485.148893,88,401.385838
448.707952,65,401.817543
435.140775,72,402.319065
450.55015,58,402.715263
475.902649,79,403.259291
487.79328,76,403.784214
477.116961,100,404.491336
487.213814,80,405.050327
456.405105,68,405.525143
505.955719,70,406.009392
429.798934,79,406.562191
473.456782,75,407.079053
455.317154,104,407.80072
465.479771,81,408.371615
448.94666,93,409.012766
427.553141,82,409.5828
464.960797,64,410.038785
476.221255,65,410.49134
483.488313,81,411.054247
470.193984,100,411.758602
491.283056,84,412.353041
502.557181,69,412.82311
432.781993,119,413.625222
428.318569,62,414.046175
485.908011,78,425.796061
483.324313,74,426.31219
457.95741,73,426.82496
522.743524,67,427.297021
463.029538,75,427.808917
489.053091,68,428.271919
451.777775,62,428.692878
468.488459,81,429.250518
467.89921,78,429.780761
457.806544,58,430.172412
472.847001,71,430.648882
514.744518,63,431.081328
485.540967,74,431.586549
481.890248,68,432.049703
500.847602,65,432.491454
437.152175,70,432.974071
455.926714,81,433.522617
424.24259,74,434.027788
489.976959,59,434.4316
418.498565,66,434.889266
451.80297,62,435.318138
427.506905,66,435.768082
452.955826,67,436.225956
440.070755,64,436.67005
503.007257,81,437.234391
455.754916,66,437.69542
490.048347,69,438.177797
492.559689,69,438.660195
439.405181,85,439.253799
477.614696,87,448.981876
488.281583,76,449.491053
472.878671,63,449.916097
481.822514,57,450.313715
458.82468,61,450.749095
437.444803,69,451.240458
450.698111,80,451.799804
486.936775,66,452.261616
485.488879,66,452.722158
492.434738,61,453.149683
490.228529,69,453.629071
461.053548,54,454.005725
478.681279,77,454.542433
431.510804,54,454.920611
447.197144,53,455.293861
485.625525,61,455.718649
477.646163,59,456.130432
473.520307,61,456.553824
467.326622,75,457.061808
468.015355,63,457.486547
470.512754,53,457.84262
472.680779,63,458.266529
494.941054,77,458.786094
462.48313,64,459.268737
470.521031,61,459.675541
442.524969,55,460.052801
510.448253,72,460.545466
439.357281,67,460.988573
484.098658,60,461.380343
494.679528,59,461.771194
501.5324,63,462.193086
487.774763,76,462.704813
512.160886,61,474.501296
440.027614,55,474.876169
445.369869,55,475.253478
449.450563,53,475.605948
450.166728,76,476.121678
446.783177,54,476.489174
439.981919,63,476.912524
473.280683,67,477.366542
493.870366,70,477.837817
511.230427,57,478.228199
448.266005,82,478.788201
466.485036,57,479.183499
435.99756,50,479.525785
488.735127,70,480.002702
449.440101,70,480.497684
461.672146,59,480.909109
517.781108,64,481.359798
438.59457,58,481.765502
483.682556,59,482.184553
439.737394,49,482.525484
426.967871,65,482.978295
476.993281,54,483.35579
474.75914,63,483.793161
492.009109,57,484.192327
517.184011,62,484.630044
440.935171,71,485.125388
525.273164,62,485.560566
502.724154,55,485.946404
469.601203,66,486.417882
479.459135,82,486.98121
486.458339,65,487.41927
487.054438,63,487.842187
520.719216,67,488.289138
477.922698,56,498.143139
486.670689,60,498.56302
461.045053,46,498.885349
472.035345,48,499.226886
-574.031998,2238,534.991346
500.435124,64,535.6833
475.850786,56,536.246698
485.787236,55,536.813816
444.891421,57,537.408476
470.571861,47,537.911358
493.193652,61,538.563921
506.742918,52,539.108744
502.366007,61,539.775067
488.2566,70,540.470052
454.999138,50,541.003271
443.125058,101,542.048651
492.640473,56,542.654474
460.379499,58,543.26728
501.075896,53,543.831364
497.637534,60,544.460991
426.966409,53,544.97538
463.811608,55,545.540539
473.262513,50,546.051338
447.387715,56,546.650679
460.602611,69,547.361027
491.176186,60,547.98138
477.695231,58,548.579214
453.459731,49,549.096497
500.497142,54,549.629648
502.174066,52,550.176464
473.129685,53,550.705794
455.46205,75,551.488516
503.341518,59,552.111441
448.519725,56,574.029127
517.738038,54,574.601197
450.09727,49,575.087291
444.15944,65,575.717577
475.018216,57,576.281535
445.453026,62,576.920195
536.321257,57,577.485612
438.730389,51,578.023777
458.626935,49,578.53477
478.444238,50,579.040318
515.403402,56,579.627717
515.96988,61,580.254339
467.891381,49,580.737635
461.523869,54,581.26442
478.420337,51,581.779025
478.693267,73,582.535651
467.630017,54,583.068218
493.32106,51,583.585385
451.372859,75,584.353761
508.632507,51,584.877282
462.197004,58,585.464263
479.52857,51,585.996933
483.021631,53,586.478844
499.787207,57,587.085695
472.393527,48,587.57975
468.71844,93,588.568248
478.238395,56,589.176387
481.466354,52,589.720944
460.718263,46,590.218176
495.630174,58,590.815794
461.17952,48,591.34706
444.292137,58,591.96886
506.409798,68,592.684474
477.227759,57,593.312889
499.429152,52,593.868865
490.022804,60,594.513841
457.429879,64,617.101299
510.600336,55,617.627548
471.247125,47,618.098588
453.982358,48,618.608163
503.946535,57,619.190109
433.692699,47,619.657964
491.47589,56,620.269516
441.251327,48,620.762837
463.991072,50,621.285612
519.054728,54,621.845687
513.23038,53,622.386675
510.032732,63,623.064668
450.412517,42,623.518222
439.126301,46,624.004408
457.470765,72,624.753108
464.104588,46,625.276871
439.522738,46,625.761936
441.64249,43,626.19137
472.217561,52,626.725329
486.131875,50,627.291343
488.159942,61,627.951517
502.22609,53,628.54112
465.960896,51,629.088959
499.364893,54,629.650148
534.796751,56,630.19735
447.915259,49,630.694135
458.747109,56,631.2755
472.038684,59,631.87844
439.297486,44,632.335651
451.638443,62,632.989303
457.183277,46,633.452297
479.690196,47,633.95071
503.960992,56,634.503328
480.346829,49,634.943788
484.816816,59,635.556815
470.178476,52,636.072603
446.876207,55,636.643708
487.285687,57,637.207785
497.287526,48,637.688924
460.67483,67,660.089916
463.338229,51,660.656486
480.515567,56,661.228098
473.817643,52,661.801964
447.622123,41,662.218184
537.95432,54,662.738747
492.366882,52,663.288413
470.176696,41,663.704086
500.184046,54,664.284054
465.277791,57,664.859926
523.10655,53,665.393636
504.259999,51,665.929404
469.248688,43,666.37045
464.292427,50,666.865541
473.575938,47,667.338748
467.872272,44,667.744728
447.607851,45,668.192339
480.658104,52,668.740273
493.519047,52,669.249979
476.387438,47,669.71277
515.798882,50,670.212711
485.792045,53,670.756567
452.148799,46,671.220873
464.514263,46,671.6914
489.080541,58,672.286146
487.497331,51,672.793061
489.44871,51,673.261424
453.274204,48,673.745803
452.626459,49,674.257039
453.605612,48,674.767956
481.722034,55,675.312987
445.780791,46,675.790766
479.387587,65,676.448868
461.730345,50,676.973341
510.260751,49,677.466042
468.779157,43,677.905354
519.687004,54,678.415199
496.056257,46,678.884175
444.125665,41,679.304822
462.051215,51,679.818568
477.485506,46,680.314659
467.354696,46,701.892869
485.234099,48,702.382416
441.045374,46,702.873377
459.216911,49,703.364249
492.283186,48,703.838855
452.766299,43,704.277508
458.404964,57,704.82609
460.965862,48,705.317488
504.009421,52,705.836764
498.076567,46,706.292786
485.768136,49,706.82346
486.621376,48,707.330796
447.737503,46,707.800365
472.037033,46,708.259983
497.474904,47,708.760314
463.279535,40,709.160411
495.70815,62,709.758072
477.041073,52,710.314472
474.659569,53,710.828919
477.873246,50,711.330646
473.573289,48,711.824466
470.815186,49,712.318989
496.428268,42,712.752622
460.826516,44,713.211495
448.502758,44,713.679479
504.962346,50,714.177971
454.591747,40,714.548764
502.07174,51,715.08646
452.875207,50,715.602348
486.236092,55,716.17384
493.503176,59,716.783673
481.950699,47,717.271302
457.312721,46,717.737756
479.251549,48,718.253166
509.000738,47,718.769249
457.602054,44,719.21056
453.367781,42,719.683895
488.532186,59,720.336155
492.730436,47,720.867096
461.475456,47,721.361326
470.707756,41,721.814042
448.757549,46,722.356507
525.609102,48,744.817056
491.359179,49,745.307422
494.081699,53,745.815486
492.49439,51,746.324243
501.992416,51,746.834443
471.915341,46,747.317793
500.359072,46,747.790007
525.358934,49,748.293227
482.772925,43,748.744399
506.876754,46,749.223007
464.010463,48,749.739372
460.85802,46,750.223569
530.308296,54,750.744938
540.754597,51,751.259171
473.625616,51,751.831819
464.915533,48,752.393544
453.671254,40,752.853547
455.152848,49,753.410327
479.079251,45,753.899423
493.872907,51,754.439117
501.778415,53,755.034996
499.301023,47,755.53903
457.901142,52,756.114323
483.139991,56,756.719741
478.182585,56,757.337774
458.501613,46,757.848819
472.93951,48,758.376496
489.100712,44,758.899739
458.090249,49,759.419251
466.917925,52,759.952014
467.130891,40,760.352178
518.764037,50,760.882457
493.998828,45,761.335501
453.816487,41,761.78539
444.099707,46,762.252259
494.189647,52,762.761357
487.302533,49,763.279025
526.273634,51,763.782366
481.449035,42,764.208928
490.469156,45,764.670378
484.609117,43,765.117836
456.904261,44,765.543407
494.348551,48,766.054638
493.614696,53,788.302642
484.846593,43,788.766636
481.962739,50,789.333957
483.897825,46,789.822719
462.655835,51,790.356754
463.27155,47,790.898012
512.169731,46,791.413244
477.619656,50,791.957269
533.934688,56,792.526413
467.395563,71,793.262128
467.782632,43,793.696008
467.491553,60,794.300556
483.545679,46,794.762424
495.855148,46,795.221913
477.552161,53,795.783623
470.311265,46,796.262565
473.137036,40,796.680493
482.913567,52,797.229729
491.178858,44,797.671487
450.487376,40,798.078797
452.786028,57,798.67573
487.345952,42,799.059489
467.306393,50,799.561235
535.371918,52,800.102646
464.209587,57,800.674921
441.273549,53,801.238298
515.144213,50,801.751449
492.471033,44,802.223876
485.391515,45,802.67448
441.286957,42,803.094835
505.048662,47,803.573749
466.299355,43,804.008903
464.064806,50,804.473621
492.645105,43,804.903935
476.63837,47,805.392921
504.822995,48,805.878992
457.423489,40,806.279522
479.180231,65,806.92891
534.383761,52,807.440719
449.29223,52,807.973407
523.112528,47,808.438978
448.303173,45,808.899081
485.314672,47,830.527106
480.029681,47,830.969922
511.657747,53,831.493858
510.731922,43,831.95441
469.083029,41,832.377607
449.537357,44,832.821131
474.508916,38,833.205391
499.399154,44,833.652421
469.937865,43,834.07522
479.514458,47,834.551489
491.511937,48,835.03164
444.685377,47,835.515777
455.423867,40,835.915631
431.317722,58,836.465771
463.895764,43,836.907792
445.201023,40,837.313517
451.056512,44,837.756139
449.130274,44,838.230689
492.65837,49,838.733476
460.426402,61,839.356943
472.599272,43,839.796399
449.433126,40,840.206234
472.853983,42,840.646899
436.322035,39,841.047024
482.760425,44,841.453801
463.151941,74,842.194221
478.10269,47,842.686001
451.443661,40,843.09691
453.173848,55,843.64688
508.922264,63,844.288173
484.425892,59,844.892487
431.788939,43,845.325737
467.969426,41,845.76788
495.704498,51,846.273435
504.260322,51,846.776445
470.37119,48,847.281928
501.32202,49,847.803757
496.468281,44,848.269202
532.101579,47,848.793364
529.295934,56,849.412524
456.472307,49,850.004419
473.296842,42,850.429846
486.026943,45,850.927025
504.800507,56,873.215478
497.421038,56,873.799295
527.433752,47,874.27379
483.276862,40,874.679338
476.280554,53,875.211987
486.769535,52,875.750071
512.132719,49,876.250269
458.546178,40,876.650337
497.185644,42,877.074712
500.575804,48,877.589214
437.323222,43,877.988797
459.831771,42,878.443342
478.592871,38,878.830548
505.15761,48,879.307163
502.588368,49,879.78219
468.351836,54,880.37719
461.857237,40,880.790217
511.858929,46,881.276855
489.709895,43,881.78176
503.209677,48,882.256959
520.560889,53,882.84057
459.230357,39,883.295563
523.340756,47,883.819637
490.007477,49,884.381016
466.639044,44,884.869497
481.376964,43,885.336411
475.001677,39,885.741915
498.906327,43,886.181786
487.532175,43,886.673902
463.452357,42,887.150714
481.452813,47,887.660746
469.679042,44,888.13828
467.440815,46,888.638216
470.93627,44,889.119102
488.946498,42,889.56078
