#{"t_start": 1774398657.114962, "env_id": "None"}
r,l,t
-315.347459,322,2.61545
-255.562471,203,3.729108
-219.476597,171,4.664295
-326.708882,349,6.570686
-411.342715,474,9.1633
-239.214536,173,10.101351
-322.291613,303,11.746227
-563.642556,789,21.389617
-442.038017,820,25.989854
-189.183758,709,34.665775
-125.962572,481,37.372748
-410.915172,1824,52.618989
-70.983502,723,56.681865
222.849185,487,59.410436
174.47812,709,68.58024
300.90614,412,70.874628
303.79669,399,73.109757
240.232162,430,75.516596
324.00371,341,77.427177
311.136216,294,83.741439
336.18684,301,85.417468
282.217533,397,87.628552
331.112561,276,89.164381
250.720009,534,92.135877
341.155261,326,93.954364
305.760652,415,101.219218
369.629764,264,102.656937
359.885565,294,104.25576
339.565303,362,106.228828
371.073225,279,107.752523
312.697844,373,109.793045
356.367181,301,116.568727
341.929219,310,118.305465
386.552673,243,119.663014
360.547136,221,120.900602
370.514144,256,122.332587
422.373268,228,123.604365
402.823953,294,125.245414
370.722746,207,126.4055
397.804891,207,132.753001
382.961255,236,134.068989
367.119647,267,135.55839
390.29215,220,136.786191
344.891082,235,138.098912
410.521322,230,139.388162
430.531795,232,140.683973
347.510943,245,142.053974
417.519096,178,143.046886
396.651848,211,148.811073
357.208461,200,149.904994
427.362386,167,150.816159
389.713829,178,151.790341
387.498781,165,152.688017
338.505097,298,154.313149
391.045396,190,155.341655
336.711431,267,156.801418
331.696547,267,158.260542
384.879398,231,164.511257
416.041021,187,165.551984
437.657658,171,166.503154
419.27993,222,167.747033
406.684335,150,168.581996
437.767478,200,169.699057
460.49791,164,170.610286
412.551939,129,171.327229
362.351966,235,172.644947
399.635427,165,173.561713
406.572488,197,174.666717
411.775355,164,175.589252
440.751674,204,182.038086
435.561244,128,182.736294
428.903547,161,183.624434
435.311297,145,184.421984
456.845983,168,185.346857
420.194785,153,186.187675
390.407515,170,187.118286
412.079006,190,188.166012
411.434766,134,188.901735
416.381327,185,189.916219
419.643492,160,190.792152
405.98011,134,191.527359
420.885608,137,192.275877
382.440463,146,198.169134
413.090081,145,198.975314
443.913095,138,199.747805
431.229991,125,200.448655
476.398656,146,201.266126
438.03682,211,202.446015
464.901829,140,203.232528
389.567062,180,204.239155
435.014453,140,205.02498
391.401119,181,206.039724
426.81485,126,206.745573
396.344631,157,207.62453
396.472498,159,208.512773
439.655741,129,214.835358
448.852139,135,215.589749
428.025996,134,216.342175
433.636996,126,217.047153
379.538388,229,218.326779
367.684447,180,219.332631
398.313272,206,220.488828
472.273426,131,221.22112
420.220555,144,222.028032
462.620879,119,222.691334
397.538167,188,223.744825
429.239077,178,224.740916
405.952785,124,225.434101
439.214923,124,231.054774
434.762401,117,231.709615
417.568636,170,232.667657
440.471916,135,233.42876
423.490517,148,234.261383
474.714544,150,235.106246
380.780275,149,235.943887
446.71041,115,236.590472
475.692718,149,237.428243
454.65258,127,238.140612
448.803954,177,239.134454
457.650148,122,239.816305
453.501321,132,240.556393
484.422614,129,241.280703
442.03192,122,241.965887
456.378361,127,247.855135
464.108695,144,248.659326
416.155314,151,249.506661
391.630863,126,250.210743
482.307567,122,250.893202
461.118832,116,251.541665
479.701344,125,252.241848
387.28618,136,253.002429
453.222717,104,253.584298
442.363484,161,254.484642
420.642743,124,255.179489
401.978317,142,255.976118
428.981402,98,256.525247
448.999409,133,257.270681
416.283408,114,257.908895
428.03281,132,258.64199
447.412614,113,264.781454
448.479411,124,265.489389
400.351232,129,266.218086
469.026468,118,266.884109
478.908291,114,267.524306
460.367345,106,268.122231
425.051917,152,268.978615
458.778116,122,269.664513
430.321326,108,270.27237
415.728467,127,270.985404
460.49503,127,271.702027
425.95076,118,272.364673
447.091147,99,272.919376
434.839693,100,273.481859
469.965791,117,274.147297
431.922028,112,274.773962
466.830109,113,275.408141
456.584953,109,281.233956
462.34433,116,281.875905
