#{"t_start": 1774398657.114351, "env_id": "None"}
r,l,t
-274.47906,236,2.140372
-310.750051,253,3.532143
-467.024503,624,6.944863
-211.205767,117,7.584282
-325.703214,367,9.584385
-342.411876,319,11.316823
-2341.846285,4997,54.277429
173.719712,636,57.843858
-371.09514,1250,70.037929
302.135289,466,72.640449
334.260557,310,74.377516
344.183215,404,76.642986
251.335819,442,83.784982
136.323337,799,88.234756
344.010115,326,90.04759
305.272245,393,92.234499
312.899586,373,99.314091
328.467697,333,101.127008
330.02789,302,102.769537
367.23919,204,103.882188
337.629474,232,105.137285
266.447009,424,107.457029
384.162834,213,108.624097
243.210194,459,116.256874
405.850573,216,117.468773
343.170505,233,118.767616
361.02097,208,119.933927
376.27617,276,121.476982
401.296825,318,123.255384
323.637631,277,124.798774
364.430662,211,125.978249
395.799904,271,132.686066
429.250042,245,134.051673
406.030065,180,135.057413
388.301075,184,136.080839
380.952089,203,137.215048
394.637046,169,138.159427
390.120191,230,139.448303
439.574762,201,140.571813
338.675106,265,142.053269
367.614037,242,143.405062
336.036594,260,149.430936
414.155817,147,150.232897
384.63688,202,151.331553
454.521546,204,152.445794
362.899188,338,154.290596
424.331411,155,155.129741
366.925635,275,156.63223
437.356652,182,157.625822
452.608776,184,158.631166
396.855634,174,164.572631
447.725444,192,165.640425
432.999308,141,166.425321
421.738854,211,167.606456
423.318407,161,168.50369
336.494276,316,170.266332
423.486279,195,171.349127
448.684019,145,172.164117
404.216695,181,173.171977
427.207456,188,174.226695
405.094283,187,175.278033
439.057674,152,181.449524
402.379947,150,182.263616
427.264438,163,183.161606
458.779119,203,184.279131
407.976445,155,185.130486
442.608954,165,186.041187
447.850972,151,186.869073
378.876601,204,187.987514
401.551152,198,189.078131
381.35053,204,190.195111
439.21395,143,190.977311
402.268524,247,197.40291
436.878788,147,198.229802
411.321858,180,199.230362
434.689945,143,200.032097
393.590996,136,200.794461
446.80989,151,201.638782
454.183591,174,202.614686
444.663495,153,203.472392
387.317817,185,204.509909
432.017747,143,205.311352
478.267189,154,206.173212
426.221408,129,206.896553
460.464302,143,207.696093
442.724948,159,208.584154
436.879979,189,215.241404
449.760727,160,216.13988
444.562394,144,216.944901
400.777005,131,217.677989
448.740911,147,218.498906
455.170009,130,219.225686
396.862405,168,220.169592
423.485854,168,221.10814
398.060566,113,221.742123
428.939866,125,222.440329
416.308577,121,223.116893
409.567303,133,223.860962
455.629328,144,224.667787
463.993394,126,225.371154
456.335743,125,230.998329
411.565522,131,231.731292
428.477094,129,232.454314
455.623298,126,233.1687
448.103865,115,233.816929
