#{"t_start": 1773529969.018202, "env_id": "None"}
r,l,t
-159.525862,222,3.547568
-151.869787,287,7.974272
-153.35108,165,10.517647
-156.855156,205,13.674733
-152.310883,283,18.042485
-182.298495,265,22.147898
-168.744257,240,25.874762
-158.79189,148,28.173261
-158.132724,308,37.423937
-123.451563,869,50.737695
-125.567399,823,63.478272
-45.667291,645,77.932698
504.905266,2172,116.203098
459.109546,1594,145.385543
534.095815,1082,162.275286
488.980127,412,168.702879
526.700598,495,176.419701
510.504037,544,189.108809
502.94579,326,194.037791
516.949597,389,199.964374
486.490571,299,204.594799
461.31092,242,208.346791
531.420843,1161,231.347831
506.583464,267,235.516563
490.770447,270,239.733761
499.544538,339,245.032215
504.976412,260,249.097064
497.943642,221,257.512747
500.6622,273,261.777379
519.117954,330,266.918843
480.411656,395,273.077708
493.651622,226,276.602986
517.71323,242,280.376728
556.810193,274,284.657313
518.128299,308,294.403571
538.578331,245,298.19769
482.968101,153,300.565305
525.638232,247,304.390337
518.573702,181,307.194494
496.34552,225,310.678594
505.38161,260,314.699022
489.198899,216,318.042506
540.098133,263,322.126879
527.605435,189,329.662304
538.844689,284,333.9127
455.896613,199,336.884416
512.085492,176,339.51863
554.397514,197,342.526278
526.69141,187,345.417079
534.77977,188,348.322581
518.575049,166,350.886988
552.023586,308,355.644927
511.540251,195,358.656165
521.339124,184,366.677689
471.064599,160,369.156636
481.525506,152,371.510517
467.131257,187,374.405103
470.494568,218,377.779033
495.310747,269,381.949473
509.185327,194,384.955694
540.376183,174,387.654406
511.699493,192,390.626441
478.181885,137,392.750625
467.679654,159,395.216061
481.15315,221,403.409408
475.065749,151,405.663791
467.626803,144,407.814705
532.918322,157,410.156185
508.119961,154,412.456424
519.293993,162,414.877345
456.231497,137,416.927932
467.486643,190,419.770955
490.451788,171,422.330277
486.278552,173,424.914881
491.409458,143,427.053236
551.449512,178,429.721348
546.664658,163,436.906482
526.296472,163,439.346277
511.94941,156,441.732473
505.180446,192,444.727051
505.513643,198,447.817504
523.750483,148,450.124833
498.421066,163,452.664566
544.41716,176,455.411573
468.350085,175,458.142476
482.571367,176,460.893381
483.704973,131,462.938927
524.852822,172,465.541001
502.20514,149,472.815248
516.277836,136,474.942615
454.073517,146,477.226187
488.629786,171,479.902208
468.516151,156,482.342873
464.4825,127,484.330741
508.246418,164,486.895277
508.178433,183,489.758253
530.612071,148,492.073593
474.669744,154,494.485289
486.746075,155,496.914936
511.21669,161,499.435781
522.037111,146,501.728672
504.097175,142,503.952003
537.821315,167,511.413152
502.529731,135,513.441674
499.533554,138,515.513773
476.096961,218,518.781467
466.173517,140,520.885213
477.295604,145,523.086497
484.976636,128,525.084526
533.0782,170,527.737255
532.64,149,530.058875
507.606412,122,531.965151
453.736031,128,533.965291
517.972588,198,537.056873
511.244762,163,539.601693
486.140253,134,546.676136
518.033468,142,548.815934
512.182486,136,550.87349
532.041633,152,553.228117
483.099373,119,555.071529
489.731938,274,559.320869
456.91861,137,561.457124
480.883369,122,563.359737
470.992984,139,565.528363
506.318464,145,567.792192
493.276336,136,569.914704
517.921413,145,572.180633
464.712616,126,574.147572
535.394898,154,576.557421
538.73885,133,583.677529
507.832397,129,585.699216
538.281191,156,588.126163
509.986082,124,590.058512
466.258526,117,591.880046
537.702821,163,594.415293
528.743399,126,596.378703
521.701664,139,598.545473
487.943073,185,601.424512
539.254213,138,603.572456
510.421154,113,605.332076
502.055394,146,607.603886
488.442731,126,609.56679
484.627199,118,611.40474
531.287168,122,613.302926
476.586219,139,620.562928
486.632518,119,622.364006
466.175403,121,624.191095
482.320955,132,626.18426
531.36347,134,628.212001
513.13257,159,630.616668
471.114129,126,632.514023
547.990236,147,634.734669
480.522843,122,636.578105
466.259677,139,638.67788
502.07485,195,641.625252
511.012851,123,643.488915
470.585681,137,645.553198
464.963258,118,647.326919
495.91505,122,649.159623
524.761795,169,656.746282
498.518407,106,658.397757
515.04376,126,660.35965
483.136981,103,661.964937
476.729077,111,663.692757
509.628414,119,665.544489
478.255271,108,667.222017
531.270915,118,669.055517
526.123844,141,671.245332
467.312271,113,673.000044
482.57229,127,674.971461
505.500645,135,677.070244
513.384897,144,679.318578
524.908956,125,681.262952
500.222249,118,683.095958
552.55811,112,684.837821
470.492623,155,687.24517
457.858717,102,694.021908
477.88439,97,695.540448
489.582599,112,697.292399
528.574537,112,699.04391
530.596497,116,700.856987
486.625901,88,702.238561
486.662995,103,703.846992
484.111429,104,705.472401
473.172568,105,707.112331
488.414589,100,708.675483
515.558685,121,710.568332
524.726386,134,712.664677
490.330904,119,714.525264
460.688749,131,716.577482
503.267789,110,718.297895
514.261713,150,720.643483
540.681244,120,722.518388
500.493545,101,724.098111
550.598945,138,731.212827
532.7171,127,733.198473
494.045696,107,734.870032
478.938784,112,736.620178
501.284248,98,738.150903
461.236509,110,739.867902
539.737336,109,741.547163
527.270823,109,743.175568
554.448403,112,744.849866
526.589537,125,746.721927
528.891772,110,748.373247
470.756277,99,749.855583
485.405981,91,751.218259
527.213841,112,752.896056
509.186128,121,754.706991
519.576451,114,756.411101
471.569594,94,757.82116
485.033,103,759.36405
519.945061,104,760.921823
523.090625,116,767.506459
467.49601,118,769.349709
466.03718,151,771.707359
475.805759,91,773.128075
526.28341,122,775.032551
460.3184,105,776.66972
485.107778,116,778.480065
511.565689,125,780.432866
534.000078,111,782.166433
472.728947,92,783.602793
482.742069,174,786.319107
496.50493,103,787.92776
478.453636,99,789.473199
463.001223,106,791.125938
492.983666,99,792.65812
534.853574,111,794.378943
510.119221,93,795.820395
509.314434,113,797.572207
495.502901,109,803.636899
544.659954,106,805.235315
524.582372,120,807.041094
464.845564,93,808.43836
525.839185,106,810.029036
494.329764,90,811.383713
514.054008,105,812.959245
547.473488,101,814.475622
530.88978,117,816.228728
549.040513,110,817.882652
477.473493,101,819.403559
481.304191,103,820.953574
476.46939,120,822.770602
521.354364,109,824.473234
462.438858,98,826.003103
500.261321,97,827.52178
477.768492,105,829.164393
484.238136,103,830.773427
493.062598,101,832.352196
533.914119,122,839.121701
519.762991,97,840.647092
548.089874,106,842.312848
496.914412,118,844.165456
494.644309,96,845.67206
524.454912,95,847.1644
489.72722,97,848.689489
496.36324,96,850.198445
530.475628,99,851.753872
487.586527,132,853.824568
482.009599,87,855.189008
498.193248,97,856.712854
512.447729,117,858.548278
523.481713,102,860.14764
499.088649,93,861.610907
539.961629,107,863.27352
469.605147,105,864.905972
498.083882,106,866.556056
509.493131,104,868.177265
523.204587,131,870.219174
510.359208,90,876.468679
537.659225,98,878.008245
460.8748,85,879.343394
500.985284,96,880.851465
523.062897,100,882.418317
494.628111,94,883.866204
493.711733,87,885.172786
492.849043,102,886.70266
502.875794,94,888.111908
459.810441,82,889.341576
464.573122,86,890.628289
519.501329,99,892.116359
511.686563,131,894.080932
532.674114,96,895.521225
474.730351,99,897.002581
533.369381,93,898.396325
517.188458,99,899.885223
528.038312,92,901.272695
475.902886,81,902.486034
501.687075,90,903.834885
506.750311,99,905.320289
528.198091,97,911.859881
552.344172,96,913.364614
508.736253,97,914.883122
509.84571,85,916.213661
517.084978,96,917.716958
496.2835,96,919.223221
499.593037,82,920.50918
498.328698,100,922.077195
521.312668,114,923.856985
551.126127,119,925.713999
473.700456,94,927.184484
543.075943,96,928.683308
466.085764,89,930.075547
528.405795,102,931.667729
482.997959,83,932.963115
519.659544,105,934.600706
526.528158,96,936.099763
552.67376,108,937.78157
532.0512,96,939.279789
512.16531,85,940.605393
535.736612,103,942.213864
467.045644,80,948.390366
490.211878,89,949.73764
498.884712,83,950.996452
542.816243,94,952.418119
498.948014,89,953.763319
457.270082,83,955.021579
463.966169,82,956.260058
484.521136,79,957.455506
493.461158,87,958.771954
502.63403,86,960.07798
552.211592,93,961.487862
513.810644,88,962.820716
516.221779,101,964.34844
480.385639,91,965.726048
535.250068,93,967.13399
483.592023,80,968.348758
554.571519,121,970.184076
502.739026,85,971.469154
528.650768,97,972.939762
521.106203,89,974.292195
512.835955,95,975.730725
496.567057,89,977.077846
531.793646,95,978.515337
473.614926,81,984.737076
497.232189,92,986.17592
499.294042,84,987.489342
530.291574,90,988.894835
511.827928,90,990.300365
548.068197,95,991.784821
521.971402,97,993.290013
469.301184,84,994.560307
531.911774,87,995.870192
490.599668,84,997.139366
502.90802,87,998.454398
467.856001,90,999.810258
553.827149,102,1001.349764
510.978374,89,1002.696393
489.490827,82,1003.957303
474.747971,86,1005.292775
481.109597,81,1006.548883
500.215121,83,1007.83887
550.761829,92,1009.269638
471.103176,79,1010.496115
502.997933,89,1011.879436
561.387842,94,1013.339633
523.821185,97,1014.846972
459.458385,78,1021.14436
488.01045,82,1022.430616
559.768276,94,1023.905468
496.917582,84,1025.219269
541.081337,95,1026.705154
555.607686,92,1028.146183
522.151687,91,1029.571822
506.102255,88,1030.949648
479.566867,85,1032.283468
485.714124,81,1033.553101
523.014402,88,1034.932469
480.220845,95,1036.421269
512.759108,86,1037.728365
502.50293,80,1038.958228
538.347415,87,1040.313666
488.5554,89,1041.696184
513.53051,93,1043.140723
524.951949,90,1044.537194
470.114339,89,1045.917222
525.402448,97,1047.4205
525.428402,93,1048.86989
517.381412,83,1050.161695
530.052141,106,1051.803567
466.663543,80,1058.070741
459.841676,85,1059.402615
504.473835,85,1060.733824
516.932568,84,1062.053753
462.132238,86,1063.399122
467.258612,79,1064.636679
462.611622,77,1065.841716
531.505552,93,1067.297482
527.727951,84,1068.611916
474.230374,84,1069.92785
531.432074,91,1071.351076
524.085288,94,1072.822988
526.549812,84,1074.138429
489.460406,85,1075.468027
531.96575,88,1076.848463
478.165932,91,1078.273609
515.483067,86,1079.619276
523.597311,93,1081.073875
501.595128,80,1082.32589
488.687328,96,1083.829713
472.936227,85,1085.162109
485.392602,78,1086.383974
487.195166,84,1087.699476
512.316582,87,1089.05951
525.258076,90,1095.558213
485.04643,76,1096.74673
473.16223,82,1098.032055
519.748612,95,1099.517437
468.846725,82,1100.808516
519.215442,89,1102.200824
494.29805,83,1103.498061
531.518703,89,1104.890791
502.192605,85,1106.221216
502.307486,99,1107.768353
504.042952,84,1109.083173
469.820063,84,1110.39822
486.466687,74,1111.552191
502.872503,84,1112.865963
518.303349,80,1114.118391
498.902006,83,1115.415713
521.199786,91,1116.838598
521.158465,89,1118.231595
517.728134,90,1119.639785
537.242516,91,1121.062916
516.939831,86,1122.408229
469.421953,78,1123.626207
475.160619,83,1124.932076
536.180213,89,1126.324736
507.967672,82,1132.237168
503.906513,96,1133.690558
534.510424,91,1135.072294
515.301658,88,1136.403669
475.231715,80,1137.616514
550.041574,90,1138.98172
506.447443,95,1140.417859
510.391191,78,1141.596436
498.35674,84,1142.86536
523.27577,88,1144.198026
539.738595,85,1145.482635
536.444414,88,1146.812887
520.122575,89,1148.169355
470.617638,78,1149.387542
510.418428,92,1150.815754
532.4282,87,1152.170035
462.289553,72,1153.288568
522.668596,94,1154.750591
483.111125,78,1155.962819
535.053079,95,1157.441046
490.351787,80,1158.692867
467.067736,79,1159.921883
495.51494,75,1161.088097
519.777165,81,1162.346372
510.679161,83,1168.087908
503.836824,82,1169.375098
467.8012,76,1170.568932
491.208395,85,1171.905652
475.550938,77,1173.11015
512.226324,81,1174.376539
546.522373,92,1175.821638
